total_population,pop_density,maxdist_road,meandist_road,id
11,6,2022,1521,49198
0,0,50000,50000,49199
0,0,19283,18419,49200
0,0,50000,50000,49205
0,0,48941,48076,49213
8,5,5721,5046,49223
929,570,1230,435,49224
0,0,50000,50000,49235
1,0,34591,33766,49237
1,0,50000,50000,49242
0,0,20936,20212,49266
0,0,50000,50000,49280
73,44,1067,402,49283
3,2,47238,46382,49287
9,6,1464,763,49288
8,5,1587,837,49292
4,2,5021,4308,49293
1,0,25825,25054,49308
0,0,9933,9182,49314
76,46,15444,14729,49345
15,9,1883,1030,49349
6,4,17696,16975,49357
2,1,3710,2860,49373
15,9,4776,4087,49376
23,14,4683,4021,49381
184,113,1284,607,49394
0,0,41794,41120,49419
0,0,8289,7400,49423
281,172,2765,2390,49438
3,2,7685,6912,49440
107,65,1450,747,49458
41,25,3149,2508,49479
0,0,14570,13772,49481
10,6,1067,467,49482
0,0,1402,571,49488
55,34,5852,5073,49496
4,2,3584,2720,49505
0,0,26085,25398,49507
13,7,4415,3580,49516
0,0,50000,50000,49537
0,0,50000,50000,49538
0,0,50000,50000,49570
302,185,3639,2838,49601
0,0,3178,2310,49602
542,333,785,296,49603
0,0,50000,50000,49628
0,0,2201,1359,49644
0,0,3913,3175,49658
0,0,3890,3167,49659
2,1,22742,22067,49666
0,0,50000,50000,49669
0,0,36943,36098,49673
1,0,50000,50000,49682
34,21,2663,1741,49683
11,7,12396,11672,49688
0,0,4414,3628,49696
2782,1707,1110,361,49715
11,6,2707,1926,49721
3641,2234,562,119,49723
0,0,5004,4242,49728
0,0,18609,17967,49737
3,2,3340,2621,49749
0,0,6173,5407,49764
6,3,4014,3180,49790
4,2,1179,537,49814
2,1,5826,5161,49850
34,21,2306,1408,49853
0,0,15473,14632,49871
3,1,4317,3433,49872
3,2,1626,774,49885
37,22,6640,5782,49905
0,0,1994,1145,49909
20,12,9156,8346,49911
2,1,4579,3884,49920
1,1,3738,2977,49926
7,4,27792,27168,49938
0,0,25684,25002,49948
14,8,5204,4534,49950
40,24,3873,3051,49961
1,0,3316,2597,49965
0,0,36326,35528,49967
1,0,22338,21521,49973
0,0,3817,3314,49974
0,0,50000,50000,49985
0,0,10876,10091,50032
0,0,2832,1999,50035
0,0,20544,19669,50040
0,0,22908,22046,50053
6,3,2040,1168,50061
7,4,1608,946,50064
0,0,9594,8742,50075
18,11,21571,20759,50082
0,0,50000,50000,50094
174,107,1251,576,50123
0,0,25042,24410,50145
47,29,8054,7366,50160
0,0,13142,12291,50168
0,0,1545,747,50170
91,55,1618,818,50177
0,0,18129,17359,50178
0,0,50000,50000,50185
0,0,22372,21754,50194
178,109,2265,1442,50196
0,0,50000,50000,50200
21,13,5248,4449,50204
0,0,4160,3299,50205
344,211,762,366,50215
0,0,50000,50000,50219
1,1,3788,3009,50222
86,53,558,244,50233
6,4,9428,8703,50237
0,0,3378,2494,50244
0,0,820,286,50254
14,8,3215,2485,50269
28,17,3269,2421,50271
0,0,45617,44747,50279
20,12,1377,715,50284
850,521,1069,440,50299
18,11,11531,10681,50300
3,1,7539,6772,50314
0,0,9543,8802,50317
168,103,1011,356,50336
430,264,1170,796,50345
1,0,14024,13159,50352
0,0,3578,2706,50369
518,318,324,82,50373
0,0,1994,1132,50385
8,5,2022,1326,50398
0,0,11146,10266,50402
1,0,828,307,50404
50,31,2132,1707,50406
0,0,50000,50000,50446
30,18,3897,3105,50451
0,0,14461,13629,50462
0,0,6487,5858,50464
1,0,15220,14419,50504
0,0,50000,50000,50518
0,0,46348,45474,50523
0,0,16656,15803,50532
0,0,41840,41035,50539
5,3,1980,1285,50547
1,1,5072,4375,50565
0,0,35234,34362,50572
0,0,29076,28417,50575
0,0,929,316,50577
9,5,8571,7700,50579
6,3,789,335,50582
12,7,545,226,50589
30,18,5809,5064,50598
0,0,15857,15049,50607
0,0,26037,25327,50646
1,0,1623,889,50652
0,0,5035,4199,50657
0,0,50000,50000,50658
34,21,3531,2854,50669
0,0,50000,50000,50682
592,363,8252,7436,50697
0,0,2561,1815,50703
4,2,2496,1727,50711
1,0,19848,19116,50715
4,2,1399,517,50751
8,5,2198,1587,50768
0,0,42480,41615,50770
0,0,45037,44220,50772
1,0,4911,4269,50785
0,0,11586,10832,50788
29,17,3499,2691,50800
0,0,4716,3864,50815
1829,1122,701,212,50850
6,4,5193,4339,50853
0,0,5604,4779,50854
2,1,2236,1586,50879
49,30,3529,2860,50884
1,1,4533,3877,50899
0,0,1208,448,50901
6,3,26344,25475,50905
10,6,13363,13011,50910
0,0,1599,801,50920
49,30,1803,1126,50932
57,35,3070,2421,50938
373,229,2242,1829,50947
21,13,4946,4088,50953
34,21,1747,981,50958
0,0,4671,3816,50960
0,0,50000,50000,50969
15,9,1339,887,50979
0,0,7300,6569,50995
54,33,6051,5185,51013
14,9,5348,4568,51053
1,0,4527,3774,51059
56,34,5217,4494,51071
0,0,50000,50000,51072
20,12,1991,1253,51084
22,14,5094,4218,51096
1,1,11749,11060,51113
7,4,2138,1283,51127
347,213,2540,2157,51143
2,1,3902,3158,51156
0,0,1731,861,51163
0,0,8270,7521,51168
1,0,11955,11079,51172
1,0,25062,24360,51179
598,367,1031,365,51190
0,0,50000,50000,51202
4,2,50000,50000,51212
43,26,1068,425,51219
0,0,50000,50000,51244
0,0,16431,15711,51267
0,0,24833,23999,51275
5,3,6206,5338,51301
21,13,2076,1657,51308
0,0,17648,16805,51310
0,0,5824,4969,51338
12,7,6654,5923,51342
0,0,1304,521,51347
280,172,991,327,51354
0,0,30306,29479,51364
164,100,7775,7103,51368
0,0,22647,21781,51396
8,5,12624,11861,51398
0,0,38322,37421,51404
927,569,2897,2230,51413
0,0,12050,11167,51426
16,10,12175,11442,51467
0,0,8010,7139,51474
0,0,50000,50000,51475
0,0,33376,32482,51480
5,3,687,320,51482
0,0,6090,5303,51495
0,0,50000,50000,51500
2,1,12780,11896,51508
33,20,1441,1053,51515
0,0,12651,11771,51524
728,446,1355,686,51529
3,2,16509,15660,51536
0,0,13900,13148,51552
0,0,11474,10612,51555
10,6,802,239,51562
0,0,36509,35679,51569
0,0,6134,5376,51573
0,0,3724,3097,51575
0,0,50000,50000,51591
160,98,7345,6727,51617
0,0,5192,4393,51639
87,53,1188,356,51651
1,0,1760,883,51653
45,27,947,351,51668
1,0,2030,1230,51692
7,4,2459,1606,51711
8,5,2688,1864,51729
0,0,50000,50000,51760
0,0,19648,18769,51772
23,14,1328,722,51776
0,0,7903,7163,51782
0,0,981,391,51792
0,0,50000,50000,51802
0,0,50000,50000,51819
104,63,1523,783,51861
0,0,958,373,51873
0,0,3280,2434,51886
146,90,1440,623,51887
0,0,1587,947,51902
62,38,2503,1785,51933
0,0,3724,3064,51939
0,0,34141,33342,51944
0,0,27577,26726,51947
0,0,885,370,51950
0,0,7792,6970,51980
9,5,6861,6094,51999
43,26,3388,2903,52005
1,0,1703,883,52020
26,16,6910,6044,52026
77,47,1420,612,52028
128,79,1597,780,52029
0,0,18007,17374,52031
0,0,1902,1037,52048
0,0,8334,7553,52049
0,0,50000,50000,52054
321,197,4212,3549,52056
5,3,2071,1433,52060
0,0,50000,50000,52099
524,321,573,189,52100
0,0,49999,49208,52103
8740,5364,721,142,52119
0,0,4188,3323,52139
4,2,1149,491,52142
0,0,2466,1730,52151
14,9,4069,3249,52159
0,0,49999,49908,52171
231,142,7423,6772,52177
0,0,19618,18915,52203
88,54,5989,5314,52204
1,0,3974,3170,52217
4,2,15169,14283,52230
0,0,11459,10697,52252
1,1,1001,368,52255
7,4,2000,1137,52263
0,0,10986,10310,52281
0,0,6008,5140,52296
0,0,3285,2591,52299
1,1,1386,769,52324
27,17,999,464,52325
0,0,4266,3437,52328
0,0,1693,919,52338
0,0,16283,15539,52387
0,0,29749,28865,52394
0,0,13992,13247,52418
0,0,2793,1971,52461
946,581,1281,644,52470
5,3,1339,805,52473
18,11,1113,496,52479
110,67,1117,334,52484
666,409,3431,2987,52490
3,2,12394,11574,52508
3,2,7035,6174,52514
0,0,6004,5289,52515
0,0,7183,6306,52532
0,0,50000,50000,52542
5,3,1945,1166,52565
7,4,3384,3033,52597
1,0,6885,6115,52603
0,0,14517,13632,52607
4,2,7835,7061,52616
25,15,8606,7886,52625
0,0,3371,2520,52644
0,0,18857,18001,52645
3,2,18008,17255,52655
0,0,5715,4989,52658
26,16,5614,4947,52659
0,0,1260,495,52669
0,0,13952,13300,52672
0,0,50000,50000,52673
2,1,40188,39353,52682
597,366,1567,860,52685
0,0,3108,2349,52690
0,0,45720,44889,52693
0,0,9935,9135,52697
3,2,1295,612,52717
12,7,1979,1169,52723
0,0,20672,19974,52739
0,0,50000,50000,52767
52,32,1985,1305,52773
0,0,50000,50000,52787
449,276,4254,3417,52790
979,600,4741,4013,52796
0,0,21552,20671,52801
0,0,2176,1347,52812
1,0,34998,34479,52818
0,0,12962,12240,52839
4,2,24536,23720,52848
0,0,4259,3456,52860
17,10,4156,3450,52861
0,0,45092,44360,52867
11,7,3169,2521,52869
2,1,3502,2850,52878
0,0,50000,50000,52908
0,0,2132,1465,52914
325,200,1546,917,52921
0,0,4133,3457,52924
6,3,20943,20271,52926
0,0,50000,50000,52932
1,0,1631,1006,52934
5,3,1632,1213,52939
0,0,50000,50000,52954
2,1,9859,9059,52956
0,0,50000,50000,52958
23,14,4438,3787,52983
0,0,17184,16520,52989
100,61,3797,3062,52993
1,0,14826,14140,53011
9,6,8761,7927,53012
10,6,851,296,53053
0,0,28510,27741,53075
0,0,1891,1007,53080
83,51,2957,2135,53095
39,24,2968,2213,53096
0,0,30453,29561,53100
91,56,862,300,53101
0,0,50000,50000,53113
24,14,2409,1760,53142
0,0,50000,50000,53146
0,0,25642,24907,53160
0,0,17041,16344,53161
0,0,36022,35327,53177
12,7,2524,1819,53188
0,0,10879,10080,53213
0,0,50000,50000,53236
1,0,1204,491,53294
0,0,10970,10263,53299
205,126,25322,24702,53306
0,0,4020,3203,53309
4,2,2454,1772,53310
0,0,673,318,53316
25,15,4371,3881,53331
4,2,1641,876,53332
52,32,1142,531,53333
0,0,50000,50000,53361
89,54,924,438,53363
11,6,14355,13699,53384
177,109,1574,744,53391
331,203,520,182,53393
2,1,4147,3321,53411
11,7,1652,980,53414
0,0,50000,50000,53418
0,0,50000,50000,53433
200,123,2772,2030,53434
91,55,4808,3976,53447
0,0,27283,26503,53448
0,0,14919,14285,53462
961,589,199,40,53470
0,0,50000,50000,53475
0,0,50000,50000,53507
0,0,3532,2711,53511
0,0,2509,1749,53517
0,0,10318,9959,53527
294,180,2147,1784,53544
1,0,10651,9907,53548
0,0,50000,50000,53553
51,31,926,438,53558
3,2,556,196,53575
0,0,9599,8756,53585
8,5,1892,1245,53614
109,67,1234,549,53615
2,1,1602,807,53616
12,7,4171,3499,53630
0,0,11972,11134,53633
6,4,2061,1275,53634
62,38,1021,386,53647
1,1,2080,1233,53649
8,5,988,326,53675
0,0,50000,50000,53694
0,0,3284,2619,53698
0,0,3936,3262,53709
0,0,2220,1463,53710
0,0,50000,50000,53714
3,2,6573,5693,53729
0,0,50000,50000,53762
27,16,1800,1352,53767
12,7,668,317,53770
0,0,46269,45537,53772
46,28,15515,14652,53782
15,9,10154,9482,53793
0,0,11252,10443,53795
28,17,2217,1547,53813
13,8,1111,508,53824
1,1,2256,1420,53826
0,0,22239,21367,53870
0,0,50000,50000,53871
16,10,2206,1491,53887
28,17,974,343,53891
0,0,21150,20294,53893
0,0,1069,443,53909
1888,1159,1017,383,53911
300,184,1206,545,53921
18,11,2254,1427,53924
1,1,7656,6789,53925
0,0,50000,50000,53932
433,266,1446,598,53960
0,0,5487,4643,53965
4,2,5247,4350,53975
0,0,6902,6043,54007
0,0,764,326,54008
17,10,2572,1724,54050
0,0,20047,19177,54069
1177,722,720,270,54080
0,0,23777,22888,54081
0,0,3913,3106,54083
0,0,11811,11176,54086
2,1,6706,6084,54089
8,5,1762,1254,54094
0,0,10531,9886,54098
46,28,2600,1756,54125
1,1,13627,12988,54135
53,32,808,374,54144
0,0,29869,29042,54168
0,0,8175,7470,54172
0,0,15168,14419,54176
38,23,16554,15670,54177
0,0,10562,9718,54182
9,5,2402,1667,54187
4,2,3812,3036,54197
87,53,6755,5922,54211
0,0,50000,50000,54215
16,9,6043,5249,54222
0,0,2139,1419,54224
0,0,8859,8196,54226
161,99,5830,5466,54247
0,0,30425,29571,54265
0,0,5235,4412,54299
0,0,50000,50000,54323
0,0,50000,50000,54350
1,0,7550,6897,54357
0,0,7956,7197,54377
0,0,50000,50000,54386
0,0,2727,1886,54410
16,10,6600,5936,54417
52,31,4873,4179,54420
0,0,50000,50000,54445
0,0,1069,381,54460
10,6,2712,1989,54470
2,1,30107,29323,54488
0,0,12141,11265,54492
0,0,50000,50000,54495
37,23,1788,960,54502
35,21,9775,9212,54506
7,4,1258,428,54521
0,0,20014,19248,54528
2,1,1998,1130,54554
0,0,4209,3368,54560
255,156,3920,3074,54628
1,1,4731,3999,54647
13,8,4113,3260,54659
0,0,7820,7021,54669
0,0,1298,548,54685
1,1,13957,13229,54712
0,0,50000,50000,54714
0,0,14029,13149,54716
2,1,35244,34424,54729
11,7,4317,3636,54736
180,110,2941,2126,54755
2,1,37486,36705,54768
3,2,36054,35436,54779
0,0,50000,50000,54789
102,62,462,144,54800
12,7,6082,5504,54806
1,0,22834,22168,54807
0,0,1328,618,54808
1071,657,810,292,54810
1,0,9934,9211,54811
0,0,50000,50000,54814
0,0,7240,6387,54815
0,0,28983,28135,54824
1,0,1506,805,54826
0,0,6400,5720,54829
38,23,6466,5986,54842
0,0,50000,50000,54844
2,1,10166,9403,54846
0,0,2701,2006,54854
0,0,15673,14834,54861
0,0,9336,8678,54874
0,0,50000,50000,54879
0,0,5809,5007,54884
14,8,1774,921,54885
4,2,8512,7700,54906
27,16,2146,1425,54908
335,205,1599,892,54913
2,1,583,255,54935
0,0,5170,4341,54941
0,0,48982,48174,54944
17,10,5211,4502,54947
9,5,5273,4464,54953
35,22,13177,12505,54959
0,0,50000,50000,54982
20,12,33617,32881,54996
0,0,50000,50000,55001
0,0,1427,675,55004
15,9,1858,1076,55013
0,0,50000,50000,55020
0,0,5474,4742,55028
182,111,3090,2254,55032
54,33,1755,1018,55035
658,404,752,296,55051
0,0,7556,6684,55067
60,37,3800,3135,55068
0,0,11203,10339,55095
0,0,50000,50000,55101
42,26,4356,3502,55127
84,51,3893,3003,55129
2,1,5790,5061,55131
2,1,2774,2026,55134
0,0,6652,5891,55144
7,4,2303,1494,55145
0,0,5184,4561,55151
0,0,11148,10733,55158
0,0,7833,7186,55184
0,0,23278,22401,55189
29,17,2396,1600,55209
0,0,25378,24563,55212
0,0,11909,11025,55220
1,0,2943,2225,55222
0,0,10190,9348,55246
0,0,50000,50000,55259
14,9,729,308,55267
0,0,50000,50000,55271
0,0,3949,3229,55274
0,0,1937,1067,55282
0,0,11399,10616,55288
1,0,1462,899,55289
128,78,2552,1723,55305
17,10,1979,1321,55308
174,107,2154,1305,55317
0,0,8219,7381,55323
0,0,24051,23230,55327
0,0,7862,7008,55333
1,0,2809,2249,55334
0,0,5190,4559,55338
6,4,3668,2931,55344
40,24,789,338,55345
2,1,6984,6232,55355
2,1,13132,12258,55357
1,0,5451,4782,55378
0,0,12394,11561,55395
14,9,1274,524,55405
1,1,2984,2150,55407
6,3,3162,2296,55409
87,53,1477,796,55413
0,0,50000,50000,55429
0,0,6812,6116,55431
0,0,7707,6849,55445
0,0,3220,2471,55477
262,161,1494,860,55484
73,45,13830,13172,55485
0,0,8595,7829,55486
18,11,1619,767,55493
1,0,7405,6767,55504
0,0,17023,16131,55510
2,1,8259,7380,55539
0,0,3541,2792,55544
1,0,7790,6924,55571
0,0,50000,50000,55573
2068,1269,814,341,55576
0,0,23984,23284,55584
1,0,2978,2092,55626
1,0,11099,10324,55641
0,0,10360,9721,55662
27,16,1147,491,55702
0,0,11574,10730,55724
708,434,1409,670,55729
0,0,50000,50000,55734
12,7,2274,1455,55742
0,0,10461,9577,55752
0,0,50000,50000,55766
81,50,4382,3527,55781
1539,944,418,114,55795
0,0,4439,3707,55805
27,16,2635,1923,55825
14,9,6500,5617,55847
26,16,737,315,55853
0,0,50000,50000,55868
8,5,776,315,55877
20,12,10215,9398,55888
23,14,7129,6361,55895
65,40,3735,2922,55897
70,43,3604,3158,55904
0,0,6299,5455,55911
0,0,6613,5788,55917
275,169,1409,577,55948
0,0,50000,50000,55972
0,0,10195,9482,55989
0,0,1247,498,55994
0,0,3957,3323,55996
0,0,9161,8507,56009
16,9,690,205,56012
0,0,8302,7614,56014
0,0,14297,13633,56022
0,0,7049,6327,56036
79,48,2086,1630,56042
0,0,13487,12600,56061
122,75,6921,6091,56081
0,0,50000,50000,56098
249,153,1000,439,56118
0,0,50000,50000,56132
0,0,6595,5914,56137
0,0,1792,950,56141
0,0,11828,11002,56151
0,0,50000,50000,56165
0,0,7189,6440,56186
26,16,17665,16956,56211
0,0,50000,50000,56250
0,0,50000,50000,56253
0,0,3349,2627,56261
0,0,2220,1374,56276
2,1,35583,34729,56279
120,74,3141,2447,56318
14,9,11050,10194,56324
543,333,713,328,56327
9,5,1484,1109,56335
0,0,2317,1452,56336
0,0,26592,25914,56341
0,0,50000,50000,56350
0,0,1618,892,56355
8,5,1774,952,56365
0,0,50000,50000,56374
0,0,50000,50000,56391
0,0,23090,22228,56392
0,0,34308,33426,56397
6,3,3897,3046,56445
52,32,9029,8290,56484
0,0,1078,421,56487
0,0,4704,3817,56509
3,2,3988,3217,56524
0,0,50000,50000,56552
19,11,12502,11649,56557
16,10,2031,1219,56573
18,11,3723,2897,56580
593,364,763,302,56587
0,0,16610,15902,56596
23,14,2227,1449,56600
1,0,1543,724,56625
0,0,50000,50000,56632
13,8,9151,8413,56638
0,0,47044,46158,56640
0,0,2484,1601,56642
293,180,864,283,56643
2,1,4037,3335,56658
16,10,1835,1193,56667
0,0,7785,6910,56676
0,0,28270,27636,56677
0,0,3997,3272,56683
0,0,27096,26400,56689
701,430,1171,391,56691
0,0,12567,11689,56694
0,0,50000,50000,56712
0,0,50000,50000,56723
3,2,23662,22798,56736
155,95,3053,2337,56752
0,0,50000,50000,56760
0,0,22414,21570,56763
0,0,50000,50000,56781
0,0,50000,50000,56785
22,13,3956,3081,56794
0,0,7599,6970,56806
1,0,1691,897,56810
455,279,839,200,56817
0,0,45766,44909,56823
0,0,1752,863,56829
0,0,50000,50000,56831
0,0,1476,656,56842
0,0,6260,5484,56843
0,0,50000,50000,56847
154,94,847,232,56850
0,0,4414,3618,56851
67,41,1431,838,56859
0,0,36867,35998,56885
0,0,31601,30765,56887
0,0,19959,19112,56901
0,0,5083,4245,56905
0,0,39219,38337,56907
478,293,888,458,56911
0,0,7112,6264,56939
136,83,5037,4184,56957
12,7,8008,7192,56958
92,56,9872,9024,56966
0,0,4525,3849,56967
0,0,50000,50000,56968
0,0,25978,25148,56987
113,69,3718,3009,57011
0,0,6008,5290,57044
0,0,10345,9478,57054
0,0,50000,50000,57059
443,272,12823,11962,57090
0,0,50000,50000,57110
0,0,22936,22250,57118
1,0,6780,6117,57124
0,0,35843,35054,57125
0,0,19142,18267,57131
5,3,1040,406,57135
43,26,2955,2130,57140
0,0,6561,5685,57150
0,0,50000,50000,57154
4,2,16579,15799,57157
35,22,17531,16666,57177
0,0,8554,7690,57185
0,0,44880,44007,57187
18,11,2661,1837,57199
0,0,50000,50000,57202
0,0,9719,8988,57211
2,1,14582,13754,57212
37,23,3121,2236,57221
558,342,1275,627,57237
0,0,19237,18372,57246
0,0,50000,50000,57258
68,42,1457,640,57267
0,0,19295,18452,57270
2528,1551,577,177,57302
0,0,12469,11734,57323
3,2,6622,5784,57325
0,0,50000,50000,57330
0,0,50000,50000,57331
0,0,44790,43950,57335
2,1,7493,6760,57338
12,7,10298,9448,57347
44,27,4328,3514,57353
0,0,9093,8395,57355
0,0,42302,41435,57356
0,0,50000,50000,57362
553,339,270,63,57370
33,20,1170,447,57374
0,0,3539,2727,57388
38,23,3647,2955,57390
0,0,16553,15842,57396
11,7,2179,1373,57402
15,9,1966,1099,57423
0,0,1056,332,57429
0,0,50000,50000,57447
976,599,1282,509,57478
1,0,8479,7685,57479
0,0,1409,667,57486
1,0,7444,6618,57495
101,62,975,425,57499
1,0,4689,3806,57504
8,5,3101,2247,57529
5,3,1518,843,57550
17,10,2240,1415,57556
0,0,12790,11914,57557
0,0,13616,12842,57568
0,0,50000,50000,57581
1,1,23864,23219,57609
3313,2033,618,181,57627
1,1,24705,23820,57634
0,0,35269,34403,57647
0,0,20784,20068,57660
0,0,40810,39962,57664
112,69,7729,6878,57689
0,0,28062,27188,57690
24,14,6032,5295,57698
0,0,50000,50000,57706
10,6,1227,417,57713
0,0,16583,15803,57735
16,9,11185,10395,57743
0,0,15325,14562,57748
0,0,8793,8227,57792
0,0,21311,20455,57812
0,0,1037,360,57821
11,6,16972,16102,57837
1,1,1714,830,57839
4,2,42546,42209,57863
0,0,7061,6360,57864
1,0,5710,4805,57872
29,18,2191,1484,57877
0,0,14854,14090,57907
16,10,9813,8958,57909
27,17,4183,3502,57931
8,5,7329,6451,57935
0,0,9774,8905,57942
0,0,50000,50000,57943
10,6,1768,1134,57956
0,0,31282,30561,57962
18,11,4237,3448,57971
8,5,3347,2660,57978
8,5,4412,3546,57989
15,9,1768,1031,57991
17,10,1484,684,58010
0,0,44087,43350,58017
37,23,5205,4364,58026
271,166,3104,2455,58038
2,1,4821,4183,58042
1,0,2101,1270,58043
254,156,2522,1991,58059
1,0,6073,5285,58072
0,0,9804,8931,58079
0,0,50000,50000,58081
236,145,1213,662,58093
0,0,2942,2058,58100
0,0,17093,16380,58102
3,2,7123,6263,58106
0,0,2579,1746,58112
15,9,5289,4507,58114
0,0,1688,846,58125
0,0,19821,19115,58126
0,0,15903,15027,58137
0,0,2920,2122,58147
0,0,1774,1063,58148
29,18,1657,807,58159
1,0,29794,28907,58179
0,0,21234,20400,58181
0,0,22825,21951,58189
0,0,7288,6658,58198
0,0,50000,50000,58208
5,3,3287,2459,58211
1,0,19068,18216,58238
1,1,1564,914,58252
0,0,2421,1584,58259
5,3,3142,2427,58260
170,104,3609,2916,58286
0,0,7951,7235,58287
0,0,3114,2428,58294
0,0,34664,33785,58295
0,0,50000,50000,58344
0,0,4304,3649,58345
19,11,854,310,58349
0,0,50000,50000,58361
0,0,11554,10689,58375
13,8,3950,3193,58380
1,0,15410,14984,58383
1,1,2761,1903,58398
0,0,4547,3867,58399
2,1,21463,20673,58401
1683,1033,17424,16705,58404
1,1,4350,3473,58411
10,6,1633,830,58413
11,6,2245,1579,58436
0,0,50000,50000,58444
0,0,50000,50000,58445
3,2,5560,4759,58451
0,0,50000,50000,58453
18,11,4962,4102,58469
129,79,3023,2359,58480
13,8,7471,6711,58481
0,0,9248,8378,58490
0,0,10892,10225,58494
0,0,20115,19395,58497
276,169,6258,5445,58499
0,0,10496,9670,58503
27,17,8083,7198,58522
175,107,15025,14323,58529
0,0,43360,42472,58549
5,3,6982,6134,58566
0,0,13142,12403,58588
1,0,1612,983,58611
3,2,5971,5307,58625
37,23,4540,3762,58630
0,0,2404,1589,58658
0,0,50000,50000,58661
2,1,1982,1320,58662
0,0,2491,1843,58663
119,73,1343,504,58664
0,0,50000,50000,58673
0,0,50000,50000,58679
0,0,12381,11514,58686
67,41,12848,12009,58691
7,4,1051,417,58718
2,1,25668,24915,58729
0,0,35494,34737,58734
14,9,10658,9819,58738
49,30,1393,755,58739
1,0,26246,25420,58746
27,16,961,315,58772
38,23,8139,7396,58781
14,8,9114,8364,58815
0,0,19662,18991,58834
163,100,1339,558,58851
0,0,50000,50000,58856
274,168,3242,2567,58880
144,88,1550,773,58907
0,0,25783,24917,58909
0,0,50000,50000,58910
0,0,11248,10412,58938
0,0,50000,50000,58943
113,69,1856,977,58948
0,0,15125,14253,58959
36,22,9808,9061,58976
0,0,50000,50000,58982
0,0,50000,50000,59007
9,5,3189,2530,59013
0,0,12677,11932,59017
0,0,15229,14501,59023
467,286,3880,3034,59035
0,0,8830,8094,59057
0,0,15140,14416,59064
0,0,6126,5432,59077
0,0,50000,50000,59084
0,0,4303,3432,59095
0,0,18141,17405,59096
865,531,2633,1911,59102
0,0,3247,2411,59113
0,0,50000,50000,59143
0,0,5762,5045,59148
0,0,14330,13643,59149
1,0,1794,905,59163
233,143,715,304,59189
1,1,6658,6030,59190
0,0,14023,13294,59197
314,192,2602,1768,59201
2,1,1407,761,59205
0,0,50000,50000,59207
5,3,26065,25379,59219
2,1,14296,13576,59225
0,0,50000,50000,59234
0,0,50000,50000,59240
7,4,11307,10583,59248
2,1,4874,4007,59249
7,4,3842,2975,59260
0,0,50000,50000,59300
6,3,11981,11120,59316
0,0,50000,50000,59326
3,2,2870,2245,59336
1021,627,390,130,59342
150,92,1603,912,59344
0,0,7987,7187,59347
0,0,28374,27495,59353
0,0,50000,50000,59365
0,0,6019,5356,59374
0,0,33016,32143,59379
0,0,26705,25837,59392
6,3,5477,4664,59399
4,2,7971,7114,59404
23,14,4945,4114,59412
0,0,3324,2475,59443
0,0,50000,50000,59449
4,2,5107,4267,59472
10,6,3382,2667,59479
26,16,4546,4161,59485
0,0,10823,9984,59512
3,2,12412,11725,59527
0,0,50000,50000,59535
0,0,50000,50000,59538
2,1,9805,8981,59550
3,2,1261,469,59553
0,0,4939,4065,59555
0,0,2687,2014,59566
841,516,867,357,59574
22,13,3383,2627,59578
431,264,648,228,59599
2299,1411,1509,781,59606
329,202,3851,3103,59609
1,0,4426,3729,59627
0,0,9471,8729,59633
0,0,20420,19595,59646
0,0,50000,50000,59650
0,0,50000,50000,59664
22,13,1842,1035,59671
23,14,1582,850,59675
4,2,11303,10706,59679
410,252,1629,1196,59700
0,0,2887,2004,59716
0,0,50000,50000,59717
1,1,1064,403,59718
3,1,18369,17742,59721
0,0,23079,22313,59723
0,0,29311,28432,59737
0,0,13421,12700,59759
0,0,3014,2228,59760
0,0,37287,36621,59766
6,4,1763,910,59767
1,0,10036,9411,59770
279,171,1567,902,59781
0,0,809,321,59782
12,7,6332,5561,59795
130,80,1594,793,59798
0,0,36983,36125,59819
0,0,1665,888,59821
0,0,3388,2510,59841
14,8,7232,6542,59860
29,18,5029,4182,59879
0,0,6765,6348,59881
0,0,5517,4650,59886
7,4,2100,1411,59897
0,0,50000,50000,59901
20,12,1799,934,59907
0,0,1241,599,59922
0,0,3041,2269,59924
0,0,2589,1895,59935
0,0,47233,46345,59955
8,5,4185,3333,59970
0,0,4583,3765,59974
0,0,3322,2531,59975
20,12,970,351,59984
11,7,30862,30094,59991
1,1,9264,8537,59994
0,0,50000,50000,60000
4,3,17029,16156,60006
0,0,16647,15901,60009
61,37,1312,539,60017
0,0,2505,1852,60018
0,0,10403,9683,60023
44,27,2094,1248,60042
19,12,785,284,60044
1,0,3791,3119,60045
1,0,30175,29315,60057
0,0,3045,2233,60068
0,0,50000,50000,60074
68,42,824,320,60079
76,47,20716,19953,60093
0,0,7120,6285,60102
28,17,5459,4820,60104
0,0,7382,6524,60105
1122,689,621,231,60106
3,2,9232,8407,60116
18,11,4976,4070,60124
0,0,9757,8884,60143
0,0,34075,33391,60145
1,0,8137,7264,60147
0,0,50000,50000,60165
23,14,1921,1303,60194
0,0,4444,3657,60203
0,0,50000,50000,60218
3,2,50000,50000,60223
41,25,9450,8583,60229
0,0,30547,29912,60235
125,77,5079,4223,60241
0,0,18515,17809,60242
4,2,13871,13013,60252
0,0,25803,24934,60260
10,6,8628,7955,60268
0,0,7058,6232,60283
0,0,5747,4927,60296
0,0,11788,10952,60308
2,1,8875,8142,60318
1,1,3950,3171,60332
0,0,11005,10207,60354
39,24,1934,1057,60363
0,0,1904,1154,60369
