total_population,pop_density,maxdist_road,meandist_road,id
0,0,50000,50000,22866
130,80,2344,1473,22870
23,14,3194,2462,22871
0,0,3496,2907,22879
0,0,1169,471,22888
6,4,5192,4324,22897
6,3,15910,15090,22921
0,0,8735,8036,22923
0,0,16525,15807,22924
0,0,21923,21086,22926
0,0,50000,50000,22935
93,57,1694,1029,22972
17,10,1213,432,22979
0,0,50000,50000,22981
0,0,20306,19424,23000
80,49,6412,5519,23012
0,0,50000,50000,23042
0,0,50000,50000,23051
0,0,50000,50000,23060
4,2,26100,25321,23071
0,0,45917,45195,23076
0,0,6902,6177,23083
178,109,2167,1432,23117
0,0,50000,50000,23134
0,0,23851,23015,23142
7,4,2976,2134,23163
0,0,23664,22791,23181
0,0,50000,50000,23182
59,36,15849,15029,23183
6,4,38822,37989,23190
340,208,514,210,23192
0,0,50000,50000,23196
8,5,6589,5754,23202
1,0,2671,1941,23210
0,0,13852,12976,23216
2237,1373,277,31,23253
0,0,939,309,23256
6,4,3760,2983,23260
6,3,2347,1584,23266
18,11,879,336,23286
14,9,5692,4947,23289
1,1,1881,1030,23321
0,0,32900,32067,23337
0,0,2127,1269,23338
9,5,6572,5740,23346
27,17,2678,1905,23354
0,0,4058,3378,23357
15,9,1104,390,23368
0,0,7612,6728,23388
47,29,2124,1367,23389
0,0,6691,5814,23425
0,0,50000,50000,23434
4,3,23172,22308,23439
30,18,4123,3457,23447
27,16,14099,13230,23463
16,10,8188,7362,23481
0,0,1605,841,23483
0,0,50000,50000,23486
48,29,1154,372,23489
0,0,50000,50000,23505
0,0,50000,50000,23514
1,0,8953,8071,23522
0,0,4647,3838,23535
0,0,41056,40281,23548
0,0,39162,38294,23557
0,0,50000,50000,23562
4,2,5674,4814,23563
0,0,50000,50000,23572
0,0,24739,23971,23604
0,0,6187,5519,23618
7,4,21194,20371,23623
0,0,1144,393,23637
44,27,2076,1212,23638
42,26,19667,18985,23640
4,2,28947,28172,23644
0,0,6204,5540,23647
0,0,16070,15214,23664
0,0,10690,9970,23666
0,0,7146,6284,23669
0,0,4930,4126,23670
2,1,2964,2272,23671
64,39,2950,2187,23676
145,89,583,168,23683
1,1,7439,7016,23697
64,39,1400,809,23721
2,1,18223,17409,23724
5,3,1597,1184,23731
4,3,17270,16480,23769
11,6,2527,1856,23777
0,0,3019,2161,23787
116,71,15528,14664,23791
7,4,27681,26927,23796
0,0,1094,365,23802
443,272,1418,713,23804
0,0,18218,17494,23812
0,0,47630,46789,23814
32,19,966,605,23817
0,0,1791,1039,23818
0,0,5310,4707,23823
3,2,2344,1621,23829
301,184,1061,441,23834
0,0,50000,50000,23841
1,0,18752,18092,23842
0,0,50000,50000,23848
0,0,8060,7334,23855
0,0,6997,6275,23858
0,0,50000,50000,23879
0,0,36150,35302,23885
0,0,50000,50000,23886
12,7,13343,12626,23894
39,23,825,258,23895
1,1,50000,50000,23915
29,17,6000,5151,23924
54,33,8144,7444,23928
116,71,1132,503,23944
9,6,2749,2076,23951
0,0,7572,6754,23953
0,0,19332,18752,23955
0,0,28874,28011,23969
0,0,24601,23705,23986
0,0,20070,19283,24025
16,10,16581,15912,24031
0,0,14375,13726,24032
0,0,2344,1664,24033
0,0,17653,16944,24044
0,0,6257,5550,24047
0,0,9613,8773,24057
0,0,50000,50000,24067
101,62,3438,2781,24071
0,0,12788,12032,24076
0,0,50000,50000,24078
1,1,16563,15887,24079
0,0,9320,8578,24085
0,0,50000,50000,24097
0,0,50000,50000,24110
1,0,5451,4626,24111
5,3,1511,819,24113
40,25,2404,1911,24116
0,0,41869,40982,24118
2,1,16120,15319,24132
0,0,23527,22645,24144
0,0,26544,25758,24164
111,68,8235,7460,24177
0,0,4911,4063,24182
22,13,10116,9327,24184
42,25,1277,575,24192
0,0,36558,35743,24220
2,1,7847,7091,24234
0,0,50000,50000,24235
24,15,2303,1575,24256
6,4,24739,24066,24261
19,11,465,163,24268
0,0,4306,3672,24269
0,0,50000,50000,24271
449,275,998,415,24278
96,59,2257,1598,24287
0,0,50000,50000,24317
38,23,5709,4952,24321
210,129,1816,1400,24324
10,6,1229,461,24333
2,1,5236,4399,24347
0,0,25658,24864,24353
2,1,1673,863,24360
0,0,50000,50000,24362
0,0,13584,12734,24364
0,0,38187,37481,24368
4,2,2734,2064,24376
10,6,1387,538,24388
38,23,2439,1686,24398
1,0,3908,3294,24404
0,0,50000,50000,24419
0,0,39235,38362,24460
83,51,3728,3138,24468
168,103,1198,474,24469
30,18,1407,711,24476
3,2,3055,2326,24477
0,0,2231,1360,24483
177,108,4490,3824,24498
0,0,4752,3942,24502
0,0,4215,3395,24509
9,5,2906,2245,24515
0,0,5591,4721,24523
0,0,43526,42758,24541
3,1,1148,477,24542
12,7,8769,8086,24546
0,0,2703,2087,24554
10,6,4793,4144,24559
37,23,1265,611,24578
2,1,2459,1819,24579
11,6,15884,15173,24592
1,0,2332,1646,24614
0,0,20615,19746,24622
28,17,17634,17010,24627
919,564,961,389,24630
6822,4187,118,23,24644
0,0,9808,9125,24645
0,0,7193,6292,24664
1,0,28121,27261,24669
2,1,1168,408,24674
8,4,3877,3018,24682
0,0,1330,547,24683
0,0,7925,7262,24684
74,45,8187,7476,24688
1,0,16874,16235,24691
244,150,667,310,24699
0,0,10152,9471,24711
1,1,1016,432,24726
0,0,2490,1645,24730
0,0,16402,15528,24748
0,0,4985,4242,24758
29,18,1773,1084,24775
1,0,42160,41323,24779
0,0,50000,50000,24785
0,0,14234,13667,24789
172,105,4635,3971,24800
0,0,6788,6075,24820
0,0,37230,36397,24824
86,53,1050,327,24834
0,0,4911,4238,24851
33,20,1486,787,24867
0,0,2442,1641,24868
20,12,49999,49567,24879
23,14,2499,1669,24884
3,1,22745,21875,24886
205,125,2084,1198,24887
35,21,1410,1016,24897
0,0,2949,2269,24900
7,4,821,306,24905
0,0,50000,50000,24912
0,0,36690,35835,24918
0,0,30117,29238,24926
0,0,33240,32549,24933
0,0,50000,50000,24937
8,5,13842,12963,24940
4,2,4589,3853,24945
0,0,48211,47328,24947
5,3,944,307,24950
5,3,1544,830,24951
2,1,2005,1243,24969
0,0,30200,29530,25017
0,0,3243,2369,25019
0,0,6223,5583,25020
0,0,12153,11290,25042
0,0,22140,21420,25045
0,0,44135,43242,25055
0,0,13005,12340,25062
21,13,883,372,25066
0,0,19174,18344,25077
24,15,3829,3017,25094
7,4,649,318,25105
0,0,50000,50000,25110
17,10,1931,1229,25113
0,0,50000,50000,25121
647,397,702,215,25133
0,0,10031,9276,25140
0,0,4178,3536,25156
47,29,5488,4741,25172
0,0,50000,50000,25201
241,148,1641,879,25223
82,50,1561,843,25248
5,3,9525,8754,25249
3,2,2727,2094,25254
0,0,5380,4507,25259
2,1,5853,5221,25299
0,0,4381,3621,25305
8,5,5701,4973,25308
813,499,1200,455,25333
1,0,11215,10402,25349
0,0,10050,9346,25350
17,10,5911,5073,25381
5,3,6402,5697,25387
0,0,23612,22954,25411
108,66,1263,524,25419
98,60,3554,2698,25442
0,0,9728,8880,25462
6,3,4822,4012,25481
8,5,21567,20947,25485
2,1,50000,50000,25512
0,0,1330,530,25518
5,3,2541,1679,25525
0,0,9123,8280,25531
51,31,8686,7972,25554
0,0,50000,50000,25560
4,2,1658,965,25569
1,1,2130,1486,25576
134,82,1198,536,25578
0,0,1031,444,25618
0,0,49370,48560,25630
5,3,3210,2567,25645
0,0,50000,50000,25664
0,0,50000,50000,25667
0,0,50000,50000,25677
0,0,22071,21215,25681
6,4,2671,2035,25691
141,87,2263,1570,25706
0,0,50000,50000,25712
73,44,887,320,25717
0,0,48021,47137,25730
18,11,1878,1004,25732
8,5,16567,15700,25733
2044,1254,1957,1185,25749
1,1,3553,2731,25797
0,0,50000,50000,25799
0,0,7204,6515,25808
3,2,6811,5926,25813
14,8,2745,2014,25816
88,54,1365,570,25836
0,0,1133,363,25838
0,0,50000,50000,25840
0,0,8059,7336,25845
0,0,8761,7961,25846
0,0,8598,7939,25858
83,51,1058,390,25865
3,2,2218,1397,25876
82,50,2514,1636,25887
0,0,9004,8229,25889
6,3,10954,10127,25890
0,0,5931,5175,25911
218,134,2227,1520,25914
0,0,50000,50000,25937
2029,1245,322,52,25945
1,1,5229,4377,25948
8,5,10263,9546,25956
0,0,41408,40679,25963
7,4,14383,13628,25972
1,1,13315,12668,25974
15,9,1688,1042,25987
64,39,1704,856,25995
0,0,7851,7064,26008
0,0,50000,50000,26015
10,6,993,374,26016
1,1,4692,3846,26024
212,130,2347,1520,26047
0,0,50000,50000,26058
0,0,13260,12470,26071
10,6,11499,10842,26081
0,0,1229,564,26095
12,7,8337,7506,26098
15,9,1328,655,26104
12,7,1575,770,26118
3,2,1968,1219,26127
2,1,996,419,26131
0,0,8997,8192,26134
0,0,50000,50000,26141
0,0,50000,50000,26145
0,0,2089,1474,26157
0,0,2427,1547,26162
0,0,15172,14484,26171
46,28,1398,740,26188
329,201,581,223,26214
465,285,2540,1700,26221
0,0,50000,50000,26222
0,0,24524,23660,26240
0,0,50000,50000,26241
70,43,13778,13116,26242
0,0,2637,1813,26272
0,0,50000,50000,26275
11,7,4394,3526,26276
0,0,23195,22363,26293
4238,2601,320,74,26297
10,6,12331,11460,26301
0,0,8188,7351,26334
5,3,18133,17282,26341
0,0,14066,13183,26346
0,0,31411,30593,26348
2,1,38703,37954,26353
0,0,6221,5334,26362
6,3,19695,18960,26367
0,0,46028,45356,26370
2,1,5200,4529,26373
0,0,18359,17621,26377
13,8,2040,1377,26378
0,0,5834,5062,26383
0,0,17570,16820,26395
0,0,3322,2448,26397
15,9,1572,747,26415
0,0,44577,43934,26461
178,109,4195,3453,26467
0,0,18646,18008,26469
0,0,875,307,26470
1,0,1311,478,26497
187,115,1466,1016,26501
0,0,9104,8456,26506
6,3,3629,2843,26509
7,4,2752,1909,26515
0,0,10288,9501,26522
0,0,4495,3725,26535
2,1,5865,5006,26546
0,0,9868,9125,26548
4,2,1301,517,26549
0,0,5347,4632,26555
0,0,28546,27669,26567
81,49,2970,2260,26574
0,0,40379,39489,26603
0,0,50000,50000,26613
3,2,13621,12738,26617
0,0,50000,50000,26619
0,0,19611,18921,26644
3,2,7835,7075,26658
29,18,6591,5760,26684
4,2,13119,12446,26690
0,0,50000,50000,26702
0,0,50000,50000,26707
0,0,10991,10159,26717
0,0,19765,19048,26721
0,0,50000,50000,26731
32,19,4105,3412,26742
0,0,17589,16864,26749
0,0,8656,7994,26755
0,0,880,355,26761
0,0,5438,4820,26785
0,0,10918,10295,26790
0,0,12928,12188,26805
0,0,4334,3573,26810
0,0,36831,35988,26831
0,0,2682,1825,26834
100,61,350,119,26839
0,0,50000,50000,26855
17,10,6678,5949,26860
0,0,6646,5789,26886
481,295,915,395,26892
6,4,1689,816,26899
31,19,8827,7957,26902
19,12,4783,3952,26904
0,0,16389,15632,26929
0,0,3050,2288,26933
0,0,47518,46810,26950
0,0,15897,15037,26956
0,0,6099,5239,26988
0,0,50000,50000,26999
2,1,2748,2047,27001
21,13,4695,3907,27010
32,20,2197,1495,27015
523,321,1720,1023,27032
1,1,5410,4795,27038
8,5,4993,4135,27068
0,0,12054,11276,27074
1,0,2017,1436,27077
0,0,50000,50000,27096
2,1,1156,429,27110
0,0,49506,48624,27122
0,0,33424,32718,27128
103,63,1407,563,27132
0,0,2917,2298,27135
202,124,2566,2098,27158
0,0,13460,12660,27165
63,38,10163,9287,27176
1,0,1211,526,27194
0,0,50000,50000,27217
17,10,36950,36254,27218
0,0,47949,47307,27222
0,0,23014,22159,27224
0,0,50000,50000,27238
0,0,1242,452,27247
0,0,5114,4293,27250
0,0,38781,38119,27260
0,0,48673,47833,27263
48,29,2341,1579,27280
32,20,3795,2965,27281
0,0,1227,505,27285
0,0,50000,50000,27298
0,0,3526,2668,27304
0,0,5458,4670,27319
0,0,8123,7234,27320
0,0,6992,6149,27332
0,0,7001,6364,27333
1,0,1348,620,27334
16,10,6814,6146,27351
250,154,986,379,27357
0,0,10004,9202,27361
0,0,23441,22716,27375
0,0,50000,50000,27387
44,27,867,317,27392
0,0,38002,37132,27393
2,1,8683,7823,27406
405,248,335,87,27407
0,0,5439,4569,27408
86,52,1005,435,27431
1,1,1251,786,27433
1,0,11895,11018,27434
37,23,5073,4400,27439
44,27,1643,1128,27443
13,8,2543,1763,27446
36,22,6608,5756,27453
0,0,50000,50000,27466
13,8,1052,353,27469
0,0,50000,50000,27484
1200,736,1932,1217,27494
0,0,1456,859,27543
10,6,3653,2886,27572
15,9,2265,1513,27597
0,0,13544,12849,27606
0,0,50000,50000,27647
0,0,22702,22034,27674
16,9,1274,528,27724
0,0,5482,4747,27728
2,1,12495,11846,27729
13,8,601,191,27730
10,6,28484,27693,27739
58,35,7547,6701,27740
0,0,50000,50000,27771
0,0,5289,4634,27774
3,2,1418,565,27775
0,0,3494,2730,27777
0,0,47845,47000,27785
3,1,3311,2467,27791
0,0,50000,50000,27798
0,0,2303,1602,27799
0,0,50000,50000,27806
0,0,2604,1745,27849
73,45,1346,540,27881
20,12,1517,1009,27919
32,19,4529,3711,27948
0,0,50000,50000,27991
16,10,4190,3421,27993
0,0,50000,50000,28011
0,0,23889,23090,28021
147,90,1600,973,28045
2,1,11538,10791,28053
0,0,31921,31071,28055
0,0,5591,4960,28060
34,21,9114,8250,28065
0,0,37533,36752,28075
7,4,1457,605,28082
0,0,7566,6674,28083
126,77,1721,1065,28095
0,0,50000,50000,28100
354,217,18804,18172,28112
214,131,987,322,28126
34,20,696,244,28133
7,4,8523,7644,28140
0,0,48086,47387,28145
63,39,6915,6189,28148
0,0,3639,2786,28153
42,26,2125,1270,28161
20,12,1137,365,28162
0,0,50000,50000,28190
1,0,2281,1585,28191
2,1,1235,540,28203
0,0,37921,37057,28231
0,0,5825,4966,28232
4,2,2824,1983,28234
2,1,9451,8686,28267
0,0,50000,50000,28269
6390,3921,1466,614,28278
0,0,50000,50000,28291
0,0,24833,24043,28294
0,0,11391,10564,28310
0,0,23914,23031,28317
0,0,50000,50000,28340
2,1,13114,12311,28342
0,0,25119,24320,28349
0,0,20064,19299,28355
0,0,50000,50000,28364
0,0,12103,11777,28373
28,17,8631,7802,28382
6,4,7797,7025,28388
3,2,1212,412,28403
21,12,2731,1959,28417
0,0,4373,3742,28421
2,1,4119,3324,28424
182,111,13204,12490,28427
23,14,17240,16456,28433
0,0,3569,2897,28435
0,0,20326,19533,28452
0,0,50000,50000,28458
0,0,36055,35175,28459
0,0,25798,24917,28472
0,0,2290,1426,28494
0,0,5929,5221,28496
0,0,23939,23224,28511
6,3,15929,15065,28546
32,19,6274,5553,28578
0,0,10228,9576,28603
0,0,4576,3798,28612
0,0,3038,2469,28618
4165,2556,324,95,28620
0,0,879,292,28642
0,0,5018,4167,28643
0,0,18941,18179,28644
0,0,36613,35814,28657
0,0,6029,5199,28660
29,18,1395,582,28667
0,0,25634,24899,28671
0,0,41698,40822,28672
0,0,50000,50000,28686
2,1,20852,19991,28696
1,1,11488,10844,28710
94,58,4506,4068,28715
8,5,1178,452,28732
0,0,17166,16344,28743
0,0,5025,4312,28746
42,26,1572,943,28754
11,7,6340,5467,28768
0,0,10291,9517,28808
12,7,2831,2483,28813
188,115,1275,450,28822
111,68,1465,762,28827
17,10,9599,8751,28830
21,13,3685,2865,28842
1,1,5997,5305,28848
88,54,1011,318,28864
0,0,15921,15040,28875
0,0,1799,1049,28886
0,0,50000,50000,28901
0,0,1999,1247,28910
18,11,772,241,28922
0,0,6977,6311,28929
12,7,6151,5413,28942
4,2,3374,2521,28944
13,8,470,264,28952
0,0,28902,28063,28975
0,0,11629,10748,28976
409,251,4834,4170,28991
6,4,6275,5548,29020
0,0,50000,50000,29029
9,5,2638,1819,29030
10,6,14654,13769,29035
31,19,1883,1059,29042
27,16,4210,3389,29068
14,9,3330,2469,29080
2,1,3878,3061,29085
11,7,951,317,29093
28,17,2514,2111,29106
7,4,6284,5421,29134
0,0,12393,11535,29144
1465,899,328,100,29146
7,4,14081,13440,29157
197,121,3285,2599,29159
0,0,39304,38637,29170
0,0,13071,12258,29179
0,0,1096,398,29183
0,0,1964,1164,29189
36,22,1902,1167,29192
12,7,15634,15135,29193
0,0,50000,50000,29204
45,27,12101,11259,29224
0,0,39868,39197,29228
28,17,8705,7857,29232
0,0,50000,50000,29237
21,13,2017,1225,29241
0,0,50000,50000,29243
1,0,30495,29630,29262
0,0,50000,50000,29269
408,250,1771,1121,29277
3,2,3671,2798,29305
2,1,11682,10936,29306
0,0,18746,18058,29318
0,0,4670,3831,29329
0,0,50000,50000,29358
0,0,19541,18883,29370
0,0,34129,33408,29376
213,130,2280,1578,29382
2,1,2191,1674,29413
70,43,296,125,29460
0,0,11424,10784,29465
0,0,4467,3796,29479
0,0,50000,50000,29481
0,0,15175,14307,29483
0,0,4954,4212,29502
0,0,5392,4752,29505
9,5,10879,10114,29534
6,4,4734,4011,29539
5,3,16421,15539,29540
0,0,14545,13664,29543
0,0,2250,1352,29569
7,4,1043,322,29573
29,17,2511,1817,29578
10,6,5125,4422,29585
33,20,1881,1153,29586
675,414,1397,574,29589
0,0,50000,50000,29590
0,0,5502,4696,29591
61,37,4809,4076,29601
1,1,2643,1827,29608
0,0,45792,44967,29623
0,0,42108,41240,29672
0,0,4640,3781,29680
0,0,30664,29877,29689
4,2,3401,2567,29719
55,34,3929,3073,29724
0,0,4627,3863,29754
30,18,1846,993,29759
22,14,9567,8700,29781
0,0,24226,23408,29782
44,27,4329,3475,29789
2,1,6186,5423,29819
0,0,50000,50000,29820
3,2,16303,15480,29825
92,56,3587,2852,29853
124,76,2934,2106,29861
1,0,878,333,29866
3,2,5255,4559,29877
111,68,2696,1883,29886
0,0,50000,50000,29890
0,0,34851,33975,29908
9,5,788,315,29918
0,0,50000,50000,29922
35,22,818,318,29923
1,0,3235,2608,29955
81,50,4862,4202,29959
4,2,4574,3888,29961
329,202,7274,6617,29963
35,21,2257,1434,29978
143,88,1027,543,29989
712,437,373,133,29990
2,1,9155,8419,30012
0,0,16067,15211,30020
140,86,1209,511,30026
0,0,3877,3161,30041
9,5,1361,856,30051
1,1,3186,2488,30056
2,1,2032,1233,30062
0,0,14676,13950,30084
0,0,50000,50000,30097
0,0,41819,40965,30108
16,10,1677,851,30110
13,8,13022,12265,30129
0,0,849,311,30188
1,0,3421,2661,30207
1,0,13489,12858,30228
37,23,5461,4704,30251
0,0,21410,20598,30256
78,48,1140,431,30293
36,22,1691,977,30294
382,234,9011,8187,30298
0,0,50000,50000,30312
0,0,5251,4439,30314
0,0,12014,11181,30369
0,0,871,290,30371
0,0,2535,1794,30393
0,0,2997,2394,30404
16,10,6760,6105,30410
2,1,10447,9589,30412
95,58,2139,1491,30415
0,0,5622,4928,30420
0,0,2341,1587,30426
0,0,38062,37193,30447
0,0,14779,14039,30463
1,1,5282,4464,30471
0,0,955,335,30490
12,7,892,301,30501
0,0,4443,3584,30503
0,0,1411,653,30505
0,0,50000,50000,30517
65,39,925,330,30549
597,366,705,258,30551
9,6,4873,4051,30569
0,0,50000,50000,30571
2,1,1971,1101,30574
4,2,8831,8229,30580
0,0,1770,1053,30596
0,0,24045,23404,30608
91,55,2344,1648,30614
0,0,50000,50000,30618
8,5,13233,12575,30647
0,0,17675,16932,30648
1,0,4275,3716,30657
0,0,1367,625,30665
0,0,50000,50000,30673
100,61,729,275,30683
0,0,50000,50000,30685
0,0,2015,1301,30705
834,512,1791,1276,30724
1,1,6429,5769,30727
0,0,5722,5153,30729
1,0,18799,17968,30746
112,69,2996,2312,30762
2,1,4555,4091,30767
2,1,2486,1793,30783
2,1,4532,3786,30787
7,4,1578,813,30788
23,14,3616,2862,30799
0,0,12435,11549,30801
0,0,17695,16805,30814
0,0,6821,5968,30816
1,0,4498,3710,30817
0,0,31562,30768,30820
0,0,8906,8168,30855
0,0,50000,50000,30860
6,4,9435,8573,30863
7,4,1580,791,30899
2517,1544,744,250,30901
47,29,1134,511,30909
128,78,19736,19046,30912
12,7,8353,7830,30920
0,0,16430,15562,30926
0,0,20460,19601,30927
0,0,50000,50000,30939
1,0,19175,18472,30942
1,0,6322,5641,30947
0,0,5985,5313,30952
172,106,996,378,30980
0,0,50000,50000,30995
0,0,50000,50000,31023
0,0,9177,8494,31035
0,0,2942,2142,31038
0,0,19183,18315,31072
105,64,967,291,31081
54,33,6469,5818,31086
0,0,1533,760,31091
259,159,1645,1006,31092
1,1,1383,575,31101
0,0,17583,16693,31109
1,0,23264,22462,31128
0,0,50000,50000,31136
15,9,1259,512,31153
0,0,50000,50000,31163
0,0,45398,44525,31165
0,0,5221,4356,31167
0,0,5758,5013,31170
39,24,841,326,31177
0,0,11215,10702,31189
175,107,871,490,31192
8,5,997,279,31206
24,15,2613,1756,31207
0,0,7487,6843,31211
0,0,48198,47331,31220
4,2,3667,2853,31244
0,0,50000,50000,31257
14,8,4278,3487,31258
0,0,50000,50000,31262
0,0,10678,9886,31263
0,0,50000,50000,31288
2256,1384,3345,2823,31305
0,0,4813,3941,31312
108,66,6114,5290,31320
5,3,4045,3324,31323
0,0,26685,25963,31355
3,2,1485,835,31357
0,0,50000,50000,31361
0,0,50000,50000,31380
2,1,1249,463,31396
0,0,50000,50000,31397
0,0,3792,3081,31418
11,7,1233,482,31420
70,43,1129,366,31473
0,0,38158,37397,31483
0,0,21895,21096,31494
2,1,21116,20334,31497
12,7,1217,443,31509
0,0,9372,8497,31511
95,58,15064,14602,31514
24,15,939,353,31522
0,0,26762,25984,31529
5,3,7230,6381,31530
0,0,9389,8747,31545
15,9,7997,7316,31566
6,3,2443,1576,31568
0,0,11697,11037,31570
9,6,707,229,31579
1,0,1493,987,31584
0,0,47593,46813,31607
0,0,23478,22598,31609
0,0,33521,32688,31633
1,1,7960,7607,31643
0,0,12594,11954,31654
3,2,1632,764,31676
3,2,20288,19629,31678
0,0,2629,1795,31684
0,0,50000,50000,31694
374,230,5518,4666,31703
0,0,26152,25368,31713
77,47,3274,2463,31725
16,10,18639,17969,31727
0,0,50000,50000,31733
0,0,3197,2493,31836
1,0,3485,2684,31848
1,1,1677,947,31889
10,6,3399,2619,31912
257,158,4083,3362,31923
0,0,12968,12095,31932
0,0,41471,40637,31939
1267,778,725,193,31950
0,0,4759,3911,31960
0,0,12825,12054,32018
0,0,1415,552,32019
31,19,1043,329,32022
2,1,1831,978,32025
2,1,12340,11468,32035
45,27,1434,661,32065
0,0,41692,40975,32069
0,0,50000,50000,32071
225,138,2874,2043,32079
240,147,2870,2096,32092
1,1,2245,1391,32105
0,0,7085,6208,32116
1,1,5869,5223,32128
30,18,3527,2643,32136
1,1,8406,7851,32143
35,21,979,364,32144
41,25,1447,696,32161
5,3,4865,4011,32167
0,0,3477,2630,32174
0,0,2544,1679,32182
217,133,2819,1973,32235
0,0,4805,3897,32239
42,26,6021,5365,32270
0,0,50000,50000,32279
1,0,2795,2151,32281
21,13,1097,345,32289
223,137,825,231,32299
3,2,3824,3010,32317
0,0,2261,1714,32323
3,2,8104,7234,32335
1914,1174,716,262,32343
0,0,50000,50000,32345
48,29,785,228,32351
0,0,50000,50000,32355
1,1,14501,13657,32356
0,0,50000,50000,32363
5,3,7359,6644,32364
0,0,50000,50000,32376
3,2,10283,9511,32400
15,9,792,325,32401
0,0,4064,3180,32407
0,0,7216,6490,32408
0,0,45691,45031,32417
75,46,4240,3366,32426
20,12,7640,6798,32435
33,20,928,325,32438
0,0,1830,952,32440
1,1,5462,4733,32441
0,0,6296,5631,32460
0,0,7580,6925,32461
0,0,977,330,32464
0,0,12918,12142,32470
158,97,6100,5277,32478
0,0,49999,49592,32500
256,157,1979,1177,32543
0,0,2262,1385,32547
694,425,797,268,32565
11,6,2771,2405,32566
3,2,24974,24199,32569
2,1,950,382,32572
574,352,749,264,32577
0,0,35434,34580,32599
0,0,2714,1894,32607
0,0,50000,50000,32630
62,38,1214,427,32632
0,0,50000,50000,32650
0,0,1701,1051,32657
102,62,6183,5698,32660
0,0,50000,50000,32668
0,0,22732,21886,32676
0,0,50000,50000,32681
0,0,21178,20324,32690
0,0,6080,5439,32700
0,0,50000,50000,32715
1050,644,872,371,32743
0,0,2750,1993,32747
0,0,6934,6239,32748
0,0,50000,50000,32751
114,70,1234,548,32755
0,0,50000,50000,32790
54,33,1392,502,32797
160,98,1019,319,32802
93,57,7089,6414,32805
39,24,1600,895,32808
1,0,892,369,32818
0,0,50000,50000,32833
67,41,1000,375,32846
0,0,50000,50000,32853
11,7,739,253,32865
0,0,5893,5215,32871
1,0,50000,50000,32872
0,0,9648,8773,32882
0,0,830,412,32900
74,45,2690,1824,32905
0,0,28302,27613,32909
1,1,6338,5574,32926
29,18,2349,1597,32959
16,9,8480,7664,32968
48,29,1052,299,32974
0,0,7493,6863,32977
2,1,872,325,32991
21,13,8482,7691,32997
14,9,11010,10216,33021
0,0,50000,50000,33024
0,0,4112,3255,33034
0,0,30093,29467,33061
0,0,50000,50000,33066
5,3,13335,12513,33072
0,0,4903,4502,33073
7,4,2463,1577,33076
6,3,9815,9014,33080
3,2,739,246,33101
1773,1088,1022,386,33107
0,0,50000,50000,33111
46,28,4816,4020,33123
0,0,9860,8995,33130
280,172,2300,1564,33133
7,4,12848,12094,33147
32,19,2372,1624,33155
7,4,50000,50000,33159
0,0,1368,545,33162
0,0,15149,14405,33167
6,3,3149,2416,33190
18,11,7504,6862,33198
0,0,28531,27877,33212
266,163,1471,789,33227
6,4,4039,3338,33244
1,0,2209,1566,33246
0,0,27072,26191,33265
915,561,585,142,33272
71,43,931,270,33287
0,0,50000,50000,33299
0,0,19446,18631,33335
0,0,32893,32238,33337
0,0,10947,10209,33392
0,0,13390,12527,33393
0,0,50000,50000,33430
0,0,5204,4580,33438
0,0,2695,2229,33464
0,0,4612,3725,33465
3,2,6644,5959,33468
1,1,5519,4861,33472
0,0,10643,9773,33483
0,0,17343,16485,33492
0,0,26958,26162,33503
0,0,50000,50000,33519
10,6,6453,5747,33532
87,53,1558,653,33545
0,0,3878,3128,33557
0,0,4600,3902,33566
9,5,9852,9036,33572
9,5,1415,661,33573
0,0,41635,40756,33574
0,0,1659,824,33582
0,0,2175,1333,33592
0,0,1311,671,33600
100,61,3573,2802,33607
53,32,1084,424,33610
0,0,50000,50000,33619
236,144,8704,7848,33622
0,0,46712,45821,33627
55,34,2382,1645,33629
780,479,992,317,33630
0,0,50000,50000,33635
0,0,9805,8915,33642
0,0,50000,50000,33643
3,2,1423,780,33650
0,0,47057,46297,33662
0,0,16186,15338,33664
0,0,4492,3627,33678
0,0,24744,23897,33682
7,4,2765,1984,33685
0,0,1901,1114,33691
0,0,50000,50000,33718
1805,1108,2275,1631,33720
12,7,4579,3783,33730
0,0,5836,4972,33733
12,7,1091,373,33734
0,0,23074,22438,33746
2,1,1725,929,33761
2,1,14229,13375,33775
0,0,50000,50000,33778
11,7,1718,1053,33783
0,0,5087,4263,33796
13,7,1953,1290,33807
0,0,26616,25830,33816
4,2,8507,7838,33825
1,1,4174,3321,33837
0,0,8805,8021,33839
12,7,1162,542,33841
0,0,46172,45301,33872
0,0,24241,23423,33895
14,9,1000,367,33897
0,0,19942,19115,33898
0,0,50000,50000,33908
4,3,11346,10505,33909
5,3,2800,1999,33945
575,353,3523,2947,33948
0,0,16739,15867,33951
5,3,2739,2181,33960
0,0,14171,13306,34007
0,0,3697,3079,34012
48,29,9815,9035,34024
17,10,4498,3867,34026
3,2,4580,3903,34027
0,0,50000,50000,34030
0,0,1215,469,34034
0,0,50000,50000,34038
5,3,870,299,34083
67,41,3519,2792,34102
290,178,877,320,34111
3,2,37967,37334,34112
5,3,4106,3476,34117
29,18,2973,2126,34131
5,3,36562,35683,34157
0,0,12735,11863,34161
0,0,4864,4131,34162
0,0,40508,39735,34196
0,0,1087,433,34200
4,2,1457,787,34206
