total_population,pop_density,maxdist_road,meandist_road,id
0,0,22709,21942,49033
11,7,3673,2837,49036
0,0,16945,16231,49053
26,16,434,157,49066
45,27,11573,10714,49071
178,109,729,196,49092
0,0,50000,50000,49101
0,0,11586,10743,49122
529,324,3467,2551,49133
139,85,3723,3158,49135
0,0,18367,17523,49138
523,321,1538,818,49142
513,315,1302,538,49159
22,13,3801,2930,49163
2760,1694,218,37,49178
0,0,10134,9469,49184
0,0,18896,18039,49186
0,0,16408,15628,49192
12463,7649,881,270,49201
1313,806,1442,907,49202
0,0,50000,50000,49205
364,223,1396,754,49222
0,0,50000,50000,49226
0,0,4667,3858,49230
1,0,46726,45833,49243
16,10,4457,3602,49246
0,0,50000,50000,49269
73,44,1067,402,49283
16,10,28690,27820,49302
1,0,25825,25054,49308
0,0,50000,50000,49328
0,0,50000,50000,49334
353,216,1824,962,49338
1,0,9645,8905,49343
76,46,15444,14729,49345
1602,983,1584,745,49362
184,113,1284,607,49394
0,0,3762,2919,49401
112,68,568,220,49413
530,325,951,240,49416
0,0,50000,50000,49418
0,0,3686,2865,49436
0,0,17616,16734,49447
0,0,5393,4702,49462
0,0,6127,5743,49483
0,0,6909,6297,49490
4266,2618,366,81,49495
650,399,4070,3177,49498
2,1,8249,7396,49500
0,0,50000,50000,49511
24,15,1830,1226,49536
0,0,11912,11079,49553
0,0,7535,6829,49557
2,1,837,266,49571
0,0,50000,50000,49572
162,99,6168,5600,49573
2,1,33460,32830,49579
0,0,17487,16627,49612
0,0,50000,50000,49620
0,0,7595,6649,49622
1485,911,714,261,49636
0,0,1628,919,49641
904,555,2906,2059,49648
0,0,50000,50000,49649
888,545,1051,279,49670
177,109,955,319,49684
2782,1707,1110,361,49715
304,186,1138,459,49717
9,5,1239,564,49720
68,42,1390,619,49726
35,21,4734,4083,49732
0,0,18609,17967,49737
3,2,4110,3319,49750
335,205,1669,1084,49755
0,0,8931,8049,49758
489,300,767,226,49763
0,0,2318,1636,49766
322,198,2093,1310,49781
1,0,1859,995,49789
0,0,48881,48133,49824
0,0,5231,4596,49826
34,21,2306,1408,49853
3,1,37927,37115,49861
14,9,4715,4001,49867
0,0,17864,17047,49878
3,1,20116,19483,49887
875,537,1312,921,49932
3,2,1491,1156,49939
686,421,646,182,49946
3,2,11677,10807,49952
0,0,2294,1432,49963
1,0,5954,5107,49972
77,47,6065,5618,49990
18,11,1466,686,50028
0,0,50000,50000,50034
8,5,2236,1498,50037
0,0,22123,21459,50049
5,3,4535,3680,50079
0,0,1580,936,50081
0,0,23034,22220,50083
5266,3232,237,50,50100
387,237,687,239,50133
106,65,1739,1035,50134
0,0,25042,24410,50145
0,0,9979,9108,50147
0,0,10577,9825,50148
556,341,565,209,50152
1,0,8379,7673,50166
365,224,2446,1586,50179
55,34,2114,1353,50192
0,0,22372,21754,50194
344,211,762,366,50215
9,5,1324,576,50230
0,0,50000,50000,50245
0,0,50000,50000,50249
148,91,469,204,50261
4,2,5058,4287,50278
0,0,43597,42766,50280
20,12,1377,715,50284
0,0,5403,4785,50288
160,98,713,320,50304
20,12,4908,4048,50341
0,0,4956,4230,50380
0,0,50000,50000,50386
3909,2399,1158,418,50410
65,40,1687,1007,50413
1592,977,697,272,50434
0,0,50000,50000,50454
0,0,21621,20778,50465
2,1,5027,4279,50484
54,33,1217,549,50500
11,7,1727,1202,50501
470,288,995,364,50502
0,0,50000,50000,50506
40,24,10088,9219,50529
14683,9011,760,236,50536
1,0,894,369,50544
385,236,2204,1498,50549
0,0,50000,50000,50562
0,0,4760,3924,50564
36,22,8729,7874,50587
756,464,3416,2871,50588
744,457,993,382,50613
2,1,33084,32328,50624
0,0,50000,50000,50637
680,417,1515,671,50638
0,0,3841,3203,50642
0,0,11372,10640,50644
12,7,1960,1434,50645
0,0,5035,4199,50657
10,6,34687,33778,50668
107,66,15247,14469,50673
2613,1603,1684,1220,50708
0,0,50000,50000,50717
0,0,50000,50000,50757
931,571,1069,455,50758
0,0,15920,15047,50765
0,0,50000,50000,50779
0,0,50000,50000,50795
0,0,4656,3758,50798
16,10,2245,1694,50807
0,0,50000,50000,50809
0,0,4716,3864,50815
208,128,1512,673,50817
4,2,5824,4987,50818
59,36,746,297,50833
3154,1936,167,28,50844
11,6,1481,825,50848
34,21,9507,8648,50861
0,0,5818,5052,50871
49,30,2371,1494,50876
4,2,9676,8812,50886
643,394,937,309,50893
579,355,2814,2414,50913
5,3,11952,11078,50928
0,0,4220,3339,50933
373,229,2242,1829,50947
0,0,16340,15591,50963
135,83,1073,316,50968
0,0,50000,50000,50969
389,238,1157,800,50974
0,0,48668,47970,50983
0,0,50000,50000,50985
603,370,613,224,50993
950,583,1036,299,51001
19,11,3038,2223,51015
9,5,5409,4591,51029
1785,1096,852,274,51045
7,4,3069,2581,51051
0,0,18884,18111,51064
73,44,6322,5656,51068
0,0,50000,50000,51082
464,285,4043,3186,51111
1712,1050,1763,962,51123
0,0,3498,2804,51132
2,1,2740,2029,51140
347,213,2540,2157,51143
1026,630,782,270,51152
81,49,8085,7292,51160
1,0,11955,11079,51172
687,421,828,186,51174
897,550,1044,336,51177
12,7,11832,11052,51184
0,0,7555,6687,51193
0,0,50000,50000,51207
43,26,1068,425,51219
9,5,2312,1496,51222
2840,1743,182,25,51243
209,128,955,470,51279
0,0,38196,37465,51312
347,213,2870,2115,51313
84,51,5295,4427,51314
280,172,991,327,51354
164,100,7775,7103,51368
0,0,28567,27860,51372
0,0,30679,29882,51374
0,0,2064,1394,51375
0,0,1572,745,51376
3,1,36211,35390,51383
0,0,50000,50000,51386
28,17,2430,1792,51411
27,16,8911,8269,51416
0,0,50000,50000,51423
0,0,50000,50000,51437
427,262,1757,1302,51450
7919,4860,1090,410,51464
0,0,8846,7969,51484
0,0,16452,15632,51503
0,0,4914,4039,51509
19,11,21575,20807,51517
6,4,3522,2763,51527
1148,705,227,54,51551
0,0,11474,10612,51555
0,0,41773,40896,51560
0,0,50000,50000,51628
79,48,1557,694,51656
2,1,9177,8523,51658
0,0,50000,50000,51664
0,0,33285,32558,51674
6,3,4117,3261,51707
13,8,4755,4144,51733
2,1,14475,13733,51742
33,20,1517,843,51769
0,0,19648,18769,51772
40,24,1563,834,51777
0,0,34910,34068,51784
0,0,50000,50000,51785
0,0,1099,346,51791
4,2,29417,28557,51800
44,27,4398,3637,51805
3,1,3624,2980,51810
0,0,50000,50000,51819
1573,965,987,334,51823
1,0,5123,4435,51825
0,0,952,362,51841
487,299,1535,740,51842
17,10,879,364,51882
0,0,50000,50000,51889
121,74,559,181,51894
0,0,1587,947,51902
1928,1183,339,58,51908
15,9,3656,3002,51937
0,0,50000,50000,51954
2343,1438,455,130,51961
0,0,50000,50000,51969
8278,5080,135,22,51986
0,0,50000,50000,51988
1,0,4998,4522,51992
0,0,15157,14403,51994
1,1,5680,4815,51995
0,0,50000,50000,52011
3,1,1815,943,52014
8,5,6570,5915,52018
0,0,18007,17374,52031
0,0,8378,7556,52036
0,0,45314,44516,52037
1675,1028,2004,1609,52038
115,70,7543,6695,52042
112,68,4954,4503,52044
0,0,50000,50000,52054
0,0,32746,32024,52072
59,36,39487,38767,52079
0,0,22594,21693,52088
0,0,9249,8381,52093
428,263,1901,1488,52108
9,5,724,303,52116
8740,5364,721,142,52119
0,0,4188,3323,52139
0,0,13363,12710,52150
4,2,634,253,52172
1,0,21765,20888,52175
0,0,23370,22480,52176
0,0,50000,50000,52192
3,2,1040,412,52195
0,0,37319,36416,52196
479,294,1199,639,52200
0,0,2184,1439,52208
597,366,1103,422,52209
0,0,12989,12147,52213
1,0,3974,3170,52217
0,0,50000,50000,52228
4,2,15169,14283,52230
293,180,734,220,52234
10,6,6178,5563,52235
64,39,1439,559,52240
10,6,2284,1428,52253
0,0,19052,18388,52266
0,0,33297,32596,52274
1444,886,397,114,52289
0,0,7689,6860,52292
50,31,13392,12507,52303
40,24,13049,12275,52304
36,22,7128,6746,52307
0,0,29053,28173,52309
27,17,999,464,52325
9,6,12449,11655,52327
7,4,977,314,52329
28,17,9597,8780,52342
0,0,16744,15928,52344
3,2,42662,41970,52348
974,598,781,227,52350
0,0,11356,10619,52354
392,240,320,65,52395
1,1,30838,30046,52397
0,0,50000,50000,52401
0,0,2060,1276,52414
0,0,50000,50000,52419
11,7,2878,2067,52422
201,123,1246,603,52425
117,71,679,220,52426
0,0,50000,50000,52459
946,581,1281,644,52470
110,67,1117,334,52484
0,0,50000,50000,52487
666,409,3431,2987,52490
8,5,2509,1728,52497
3,2,12394,11574,52508
0,0,14148,13301,52524
5,3,4376,3483,52535
8,5,7075,6458,52543
3,2,5061,4291,52546
38,23,1233,635,52585
43,26,2581,1739,52592
3,2,1056,402,52600
81,49,1379,546,52602
83,51,1385,533,52621
4482,2750,649,238,52623
180,110,5550,4687,52628
0,0,1375,758,52633
95,58,3283,2556,52634
990,607,236,63,52638
0,0,5715,4989,52658
0,0,3995,3119,52663
0,0,13952,13300,52672
180,110,1332,632,52702
7,4,2315,1659,52707
0,0,50000,50000,52708
126,77,15270,14409,52711
0,0,8914,8246,52722
0,0,50000,50000,52757
0,0,50000,50000,52763
1,0,20140,19491,52799
0,0,50000,50000,52802
8,5,2063,1427,52810
0,0,2176,1347,52812
1,0,34998,34479,52818
0,0,3833,3104,52821
0,0,1575,769,52823
2663,1634,610,107,52836
9,5,12964,12131,52840
5,3,2733,1909,52893
980,601,1959,1140,52907
0,0,35217,34472,52922
213,130,6813,6256,52925
2,1,4094,3420,52928
0,0,1977,1115,52930
898,551,686,192,52937
28,17,1118,503,52945
0,0,20081,19224,52950
9,6,8761,7927,53012
1,0,8811,8059,53014
34,21,17021,16146,53021
1,0,14033,13357,53040
9,5,7664,6793,53048
16667,10229,338,93,53052
0,0,50000,50000,53056
0,0,12747,11976,53076
0,0,50000,50000,53133
57,35,2674,1982,53134
297,182,1592,1080,53145
0,0,50000,50000,53146
0,0,4893,4058,53154
45,28,9599,9033,53170
5,3,23690,23207,53172
10,6,36295,35416,53195
0,0,7868,7002,53210
0,0,8260,7453,53214
360,221,1014,416,53229
10,6,7565,6813,53232
0,0,25360,24638,53246
558,342,1637,963,53251
1,0,1421,767,53252
0,0,50000,50000,53267
0,0,5569,4768,53268
39,24,24777,24039,53278
235,144,1155,541,53295
365,224,2687,1813,53297
0,0,33987,33126,53300
388,238,392,144,53321
0,0,9673,8788,53335
259,159,1326,592,53336
0,0,857,314,53342
942,578,608,238,53359
0,0,50000,50000,53367
1,0,2267,1736,53399
0,0,50000,50000,53402
0,0,50000,50000,53403
1614,990,618,193,53413
0,0,50000,50000,53420
69,42,837,316,53425
0,0,4644,3976,53430
0,0,50000,50000,53431
0,0,5294,4412,53452
0,0,2854,2046,53453
0,0,50000,50000,53457
2,1,2372,1535,53467
961,589,199,40,53470
0,0,50000,50000,53475
0,0,50000,50000,53480
49,30,2863,2213,53492
0,0,22041,21157,53493
0,0,50000,50000,53502
3707,2275,439,144,53510
3,2,1909,1072,53520
0,0,50000,50000,53528
409,251,664,318,53542
294,180,2147,1784,53544
330,202,1060,407,53545
3307,2029,584,153,53561
0,0,11981,11306,53565
53,32,6772,6058,53571
81,49,1118,478,53583
7,4,10284,9410,53591
0,0,50000,50000,53608
0,0,4564,3830,53620
1215,745,1907,1274,53625
876,537,1068,397,53643
1,1,2080,1233,53649
0,0,9961,9219,53651
19,11,1713,859,53654
0,0,50000,50000,53658
679,417,1548,692,53666
0,0,4518,3824,53670
2,1,2699,1852,53679
160,98,2224,1561,53683
639,392,1000,261,53687
0,0,18064,17278,53697
0,0,50000,50000,53707
0,0,50000,50000,53745
304,186,789,227,53753
308,189,1367,697,53802
0,0,15449,14586,53803
564,346,457,161,53807
30,18,8230,7481,53837
6,4,1177,380,53842
51,31,2265,1916,53848
2,1,8996,8295,53862
0,0,3186,2367,53899
3,2,5345,4721,53905
1888,1159,1017,383,53911
64,39,9228,8495,53937
0,0,50000,50000,53958
63,38,1838,972,53963
47,29,1304,810,53964
4,2,1141,412,53967
204,125,930,331,53971
19505,11971,306,61,53980
164,101,1072,443,53982
0,0,39820,39022,53997
0,0,50000,50000,54045
2,1,18565,17736,54052
8,5,1143,521,54053
17,10,2141,1384,54065
3,2,8021,7405,54075
0,0,5412,4581,54077
1,0,1845,1183,54126
0,0,33004,32310,54127
195,120,2812,1937,54137
53,32,808,374,54144
851,522,1698,802,54156
111,68,2104,1318,54165
421,258,1699,948,54175
0,0,15168,14419,54176
198,122,910,351,54185
9,5,2402,1667,54187
597,366,4835,4127,54209
9,5,2267,1561,54218
21,13,2713,1917,54228
0,0,24614,23770,54235
14,8,6528,5720,54236
0,0,8834,8109,54241
0,0,2619,1777,54246
0,0,50000,50000,54262
0,0,2014,1470,54311
17,11,2805,2151,54313
0,0,14480,13703,54330
0,0,7123,6370,54358
0,0,50000,50000,54385
97,59,1555,910,54398
0,0,50000,50000,54407
3,2,3918,3101,54408
0,0,50000,50000,54416
0,0,50000,50000,54432
1271,780,656,109,54444
1055,647,1447,844,54454
0,0,50000,50000,54458
58,35,11140,10254,54464
0,0,12141,11265,54492
0,0,50000,50000,54498
2206,1354,1202,514,54501
0,0,4843,3975,54504
4,2,1361,695,54511
7,4,1463,805,54519
0,0,2257,1487,54525
515,316,1495,1027,54543
0,0,50000,50000,54583
255,156,3920,3074,54628
13125,8055,597,200,54629
408,250,3935,3087,54636
55,34,1140,638,54661
2,1,5557,5021,54672
10,6,984,508,54688
109,67,1024,395,54725
5,3,2489,1628,54746
0,0,8836,8101,54766
0,0,50000,50000,54798
0,0,3656,2805,54809
1071,657,810,292,54810
1603,984,1710,817,54818
39,24,975,336,54819
0,0,7035,6525,54823
1,0,1506,805,54826
0,0,50000,50000,54844
6,3,3498,2667,54852
0,0,3666,2995,54859
1,1,2776,1980,54860
6,4,11587,10772,54875
0,0,8065,7363,54883
0,0,15607,14817,54886
756,464,1281,600,54891
43,26,1563,764,54896
76,46,1144,487,54919
363,222,566,275,54920
0,0,7416,6557,54922
2140,1313,476,215,54928
1563,959,285,58,54932
0,0,2610,1837,54933
372,228,1600,838,54937
0,0,50000,50000,54940
0,0,48982,48174,54944
659,404,805,301,54948
0,0,1177,497,54956
87,53,3004,2441,54974
0,0,20008,19213,54978
0,0,50000,50000,54982
0,0,35011,34202,54985
0,0,50000,50000,54989
0,0,24278,23521,54990
8,5,2520,1817,55006
4,2,1170,469,55015
3,2,4927,4105,55016
180,111,2018,1179,55022
5,3,8431,7595,55041
0,0,12419,11770,55047
658,404,752,296,55051
117,71,666,319,55059
455,279,960,352,55062
273,168,1382,761,55088
81,50,5087,4376,55094
2,1,3040,2180,55107
0,0,40325,39536,55118
42,26,4356,3502,55127
316,194,651,283,55140
9,5,15008,14125,55166
0,0,50000,50000,55180
0,0,11909,11025,55220
0,0,6482,5842,55229
0,0,10190,9348,55246
1434,880,957,497,55249
503,309,1231,579,55265
0,0,49999,49775,55300
32,20,1060,490,55330
0,0,50000,50000,55331
5545,3403,1975,1280,55335
12,7,8438,7711,55366
0,0,3931,3124,55377
52,32,6707,6025,55380
2515,1543,1178,741,55386
850,522,4054,3629,55389
987,605,611,155,55393
0,0,6304,5577,55403
0,0,9907,9093,55408
0,0,6559,5785,55418
0,0,30188,29435,55421
774,475,258,73,55427
0,0,50000,50000,55430
2,1,3777,3061,55439
0,0,1344,558,55443
0,0,50000,50000,55446
205,126,2341,1530,55455
276,169,3054,2394,55467
0,0,3807,2923,55470
17,10,1222,411,55481
14,9,1303,561,55489
65,40,1887,1015,55516
0,0,36469,35778,55553
0,0,11928,11116,55560
3860,2369,460,119,55563
0,0,50000,50000,55573
2068,1269,814,341,55576
0,0,1830,1087,55585
18,11,1283,692,55592
24,14,957,377,55601
1,1,2084,1213,55619
1,0,2978,2092,55626
91,56,1063,401,55635
9,5,7014,6333,55644
0,0,21265,20525,55645
138,84,3029,2393,55646
0,0,50000,50000,55653
3,2,889,449,55673
2,1,1529,772,55680
0,0,32873,31982,55685
0,0,26416,25587,55719
0,0,9036,8151,55726
708,434,1409,670,55729
6,3,18609,17964,55769
1277,783,873,301,55774
1223,750,6786,6144,55775
4,2,1527,724,55782
4,2,50000,50000,55783
0,0,50000,50000,55785
0,0,21106,20239,55789
3189,1957,909,335,55802
0,0,5371,4847,55803
0,0,27202,26421,55804
2867,1759,1440,737,55806
548,336,1529,788,55826
0,0,50000,50000,55841
0,0,50000,50000,55842
0,0,50000,50000,55845
2,1,1479,733,55879
0,0,50000,50000,55887
70,43,3604,3158,55904
0,0,6208,5371,55920
9,5,13987,13231,55922
0,0,10351,9623,55925
5,3,1779,953,55938
54,33,2109,1449,55945
859,527,2493,1801,55982
0,0,50000,50000,55988
0,0,2012,1248,55999
8,5,3568,2925,56003
16,9,690,205,56012
2979,1828,314,70,56020
1670,1025,3844,3028,56029
2,1,4701,3883,56035
0,0,50000,50000,56047
0,0,13199,12421,56054
0,0,5044,4170,56065
0,0,20869,20117,56070
650,399,4085,3221,56095
50,30,5253,4332,56100
0,0,50000,50000,56102
0,0,14098,13448,56107
0,0,10521,9611,56111
0,0,50000,50000,56136
0,0,50000,50000,56147
1163,713,950,319,56149
2,1,2617,1936,56155
384,235,933,365,56157
36,22,1442,794,56161
0,0,1563,887,56168
1221,749,3219,2397,56169
184,113,2876,2128,56180
6410,3934,523,130,56203
0,0,50000,50000,56204
0,0,50000,50000,56208
466,286,3873,3413,56221
0,0,50000,50000,56222
1476,906,959,304,56227
8836,5423,1244,435,56233
0,0,1100,327,56271
0,0,24077,23333,56297
42,25,9766,9063,56325
272,167,1788,1112,56326
9,5,1484,1109,56335
8,5,1774,952,56365
7,4,29399,28636,56372
0,0,20014,19290,56373
0,0,1382,569,56378
759,466,1519,870,56389
0,0,10284,9472,56405
124,76,7063,6244,56416
54,33,1295,462,56419
0,0,8526,7641,56447
19,11,1543,683,56454
902,553,2442,1631,56461
53,32,1057,526,56462
0,0,50000,50000,56478
78,47,1038,373,56518
0,0,3747,2881,56520
0,0,26754,25969,56546
0,0,50000,50000,56547
0,0,1974,1245,56548
0,0,4470,3611,56556
852,522,2625,1979,56559
506,311,972,315,56560
0,0,8776,7986,56561
0,0,21169,20290,56570
593,364,763,302,56587
0,0,2274,1614,56607
226,139,2407,2052,56617
1,0,3786,2971,56626
149,91,1827,960,56634
39,24,795,283,56644
2,1,4037,3335,56658
1,1,22700,21914,56669
0,0,27096,26400,56689
8014,4918,2265,1590,56750
0,0,11746,10833,56751
0,0,22414,21570,56763
0,0,3083,2312,56764
0,0,50000,50000,56775
1,1,3511,2639,56784
98,60,2055,1446,56788
0,0,7599,6970,56806
455,279,839,200,56817
2627,1612,500,113,56841
0,0,1476,656,56842
0,0,6260,5484,56843
306,188,3542,2802,56849
423,259,746,315,56861
1030,632,749,322,56867
2,1,1967,1215,56878
0,0,27432,26573,56889
12,7,3945,3208,56912
1,1,6059,5381,56915
0,0,50000,50000,56946
0,0,50000,50000,56949
0,0,31787,30991,56977
21,13,1760,894,56986
1,0,2544,1682,56999
9,6,2843,2200,57005
0,0,50000,50000,57036
1121,688,479,143,57043
0,0,50000,50000,57046
539,331,6417,5604,57080
3,1,4635,4001,57089
443,272,12823,11962,57090
0,0,46531,45815,57094
1,0,6443,5592,57108
0,0,2294,1399,57111
0,0,50000,50000,57117
0,0,50000,50000,57119
0,0,49571,48825,57146
10,6,1172,505,57160
0,0,10578,9936,57188
1163,714,409,114,57206
0,0,50000,50000,57210
292,179,1445,646,57231
558,342,1275,627,57237
0,0,8551,7686,57242
57,35,729,229,57259
0,0,10782,10108,57262
0,0,2500,1662,57266
0,0,50000,50000,57268
0,0,50000,50000,57271
0,0,4164,3502,57283
24,15,1842,1063,57286
1941,1191,590,216,57290
258,158,633,314,57291
20,12,1852,1159,57292
2528,1551,577,177,57302
1,0,2349,1541,57320
3,2,6622,5784,57325
1,0,2169,1399,57337
553,339,270,63,57370
96,59,1289,704,57381
11,7,2179,1373,57402
75,46,3985,3244,57407
0,0,50000,50000,57416
144,88,1387,724,57427
24,14,9796,8939,57441
21,13,2048,1208,57457
1,1,926,305,57463
228,139,4694,4014,57477
976,599,1282,509,57478
1,0,8479,7685,57479
194,119,7864,7140,57482
0,0,15663,14980,57492
3,1,4885,4225,57498
101,62,975,425,57499
2500,1534,928,346,57508
70,43,4738,3867,57516
0,0,50000,50000,57517
47,29,4847,4033,57539
154,94,3128,2561,57582
0,0,7963,7233,57616
0,0,49805,48914,57619
3313,2033,618,181,57627
0,0,32228,31468,57653
208,127,1145,386,57680
0,0,50000,50000,57683
591,362,998,371,57684
131,80,838,303,57687
891,547,503,101,57693
24,14,6032,5295,57698
9697,5951,4711,3849,57734
113,69,1593,809,57737
101,62,1686,910,57742
0,0,10693,9850,57747
925,567,2209,1374,57769
0,0,2382,1559,57789
0,0,8793,8227,57792
0,0,50000,50000,57802
0,0,3320,2436,57805
192,118,425,145,57817
168,103,601,187,57838
0,0,19893,19259,57857
0,0,10783,9944,57860
0,0,50000,50000,57866
0,0,50000,50000,57882
10604,6508,934,316,57888
0,0,816,309,57891
7221,4432,198,44,57911
27,17,4183,3502,57931
8,5,7329,6451,57935
0,0,3743,2927,57949
0,0,50000,50000,57954
10,6,1768,1134,57956
0,0,15694,14818,57957
0,0,31282,30561,57962
2,1,6381,5559,57965
0,0,10619,9822,57970
316,194,819,369,57980
0,0,13696,12956,57993
0,0,8681,8030,58000
16,10,3900,3122,58001
17,10,1484,684,58010
0,0,1947,1167,58031
1337,820,1234,571,58036
0,0,50000,50000,58047
254,156,2522,1991,58059
3,2,1845,1093,58063
137,84,818,328,58067
0,0,50000,50000,58074
17,10,1040,377,58076
0,0,50000,50000,58081
3,2,4486,3755,58083
0,0,50000,50000,58089
236,145,1213,662,58093
0,0,50000,50000,58108
0,0,2994,2230,58116
0,0,50000,50000,58131
616,378,272,65,58135
0,0,7728,6840,58140
4960,3044,314,92,58160
0,0,50000,50000,58176
170,104,5435,4584,58182
2,1,15660,15013,58192
0,0,4782,3936,58194
0,0,27717,27020,58226
373,229,2468,1828,58227
1,0,19068,18216,58238
0,0,12298,11511,58281
170,104,3609,2916,58286
252,154,2589,1796,58289
0,0,34664,33785,58295
85,52,1550,934,58300
33,20,7064,6413,58325
7042,4322,404,91,58327
1162,713,1261,596,58338
19,11,854,310,58349
1,0,1785,1156,58350
0,0,1791,1109,58353
0,0,17022,16188,58358
0,0,50000,50000,58361
0,0,50000,50000,58366
34,21,1005,444,58374
0,0,50000,50000,58403
0,0,894,325,58405
0,0,50000,50000,58440
242,148,4501,3866,58465
18,11,4962,4102,58469
1,0,871,360,58485
1274,782,1354,655,58501
7,4,2617,1790,58507
2382,1461,454,155,58508
39,24,568,216,58509
0,0,38443,37700,58532
0,0,4372,3498,58533
78,47,972,350,58571
0,0,12507,11974,58575
0,0,50000,50000,58583
1,0,10040,9220,58598
0,0,50000,50000,58628
459,282,807,261,58636
0,0,41879,41049,58637
91,56,3826,3200,58665
2,1,10442,9730,58666
0,0,29568,28922,58709
0,0,50000,50000,58724
0,0,17929,17238,58733
0,0,1003,370,58742
8,5,4767,3997,58758
31,19,11467,10715,58763
0,0,50000,50000,58765
0,0,50000,50000,58783
48,29,762,324,58797
20,12,1156,436,58805
0,0,50000,50000,58810
521,320,892,337,58812
0,0,50000,50000,58813
0,0,50000,50000,58843
1241,761,1466,771,58849
31,19,5355,4625,58857
7558,4639,550,106,58858
0,0,50000,50000,58865
21,13,3817,3146,58877
54,33,1746,888,58895
0,0,50000,50000,58905
30,18,3014,2240,58926
4,3,938,475,58929
257,158,836,333,58932
1983,1217,252,68,58942
43,26,18218,17586,58949
183,112,2320,1522,58957
0,0,50000,50000,58962
0,0,45364,44488,58963
172,105,10919,10230,58964
1,0,2290,1809,58993
0,0,22829,22100,59004
0,0,50000,50000,59016
0,0,50000,50000,59024
1,0,17227,16346,59028
0,0,37579,36729,59046
1175,721,741,206,59055
2,1,1372,679,59071
32,20,8458,7749,59074
810,497,942,332,59092
0,0,1035,443,59136
219,134,2332,1691,59173
1653,1014,910,315,59181
0,0,14023,13294,59197
623,382,672,196,59198
314,192,2602,1768,59201
0,0,11323,10528,59216
0,0,10251,9472,59232
0,0,50000,50000,59236
0,0,50000,50000,59239
7,4,3842,2975,59260
0,0,9955,9231,59271
63,38,2120,1305,59294
6,3,1470,947,59303
146,89,1584,1037,59305
29,18,695,216,59310
26,16,1613,873,59313
0,0,14072,13219,59317
227,139,1980,1185,59335
1021,627,390,130,59342
375,230,2155,1469,59346
29,17,2176,1384,59369
0,0,7862,7021,59373
0,0,23106,22463,59376
5,3,2061,1248,59442
103,63,863,434,59444
8,5,4974,4263,59458
0,0,4087,3207,59474
0,0,50000,50000,59497
1,0,29800,28918,59501
0,0,1882,1021,59522
1478,907,2118,1388,59531
0,0,50000,50000,59556
52,32,38747,37995,59564
841,516,867,357,59574
0,0,11174,10358,59576
2735,1678,491,85,59581
2,1,21654,21281,59585
62,38,7790,7007,59588
0,0,50000,50000,59590
0,0,50000,50000,59597
7,4,2976,2124,59600
19,11,1217,407,59621
0,0,3123,2243,59622
0,0,2424,1627,59629
12,7,3727,2868,59649
0,0,50000,50000,59653
7,4,7239,6464,59660
0,0,6741,5871,59667
6,4,10622,9856,59668
0,0,50000,50000,59678
1,0,934,318,59685
23,14,14019,13163,59753
153,94,2248,1375,59761
1,0,4901,4353,59768
279,171,1567,902,59781
1,0,1203,507,59790
7065,4336,1060,402,59791
0,0,8755,7873,59796
12,7,8225,7498,59817
0,0,23397,22529,59823
260,160,926,303,59828
0,0,15898,15056,59830
4,2,19948,19179,59836
7,4,1249,608,59843
2229,1368,1501,589,59849
0,0,6489,5825,59850
14,8,7232,6542,59860
33,20,3524,2789,59862
0,0,50000,50000,59894
1102,676,468,86,59895
0,0,49999,49707,59896
0,0,50000,50000,59906
0,0,4737,3934,59941
0,0,50000,50000,59956
0,0,4583,3765,59974
288,177,2863,2240,59976
0,0,8917,8039,59988
0,0,4897,4259,59990
11,7,30862,30094,59991
0,0,13193,12537,60004
61,37,1312,539,60017
29,17,1627,760,60021
0,0,10403,9683,60023
0,0,50000,50000,60029
0,0,14551,13740,60033
0,0,4331,3583,60035
0,0,9983,9118,60038
44,27,2094,1248,60042
60,36,3480,2832,60060
0,0,50000,50000,60082
408,250,989,307,60086
145,89,588,183,60094
1122,689,621,231,60106
659,404,1464,908,60112
2,1,3528,2956,60118
17,10,2288,1516,60137
122,75,8712,8018,60146
0,0,50000,50000,60162
0,0,50000,50000,60193
0,0,50000,50000,60195
1135,697,928,311,60204
201,123,597,187,60215
0,0,50000,50000,60227
40,24,3663,3309,60257
0,0,2193,1521,60278
0,0,50000,50000,60295
497,305,8216,7501,60297
265,162,11961,11096,60314
0,0,823,269,60317
0,0,3672,2892,60323
0,0,5252,4368,60331
244,149,1534,1069,60336
0,0,50000,50000,60373
536,329,757,193,60384
0,0,21442,20624,60385
0,0,677,283,60392
0,0,10586,9920,60397
320,196,50000,50000,60399
137,84,8462,7812,60404
186,114,9766,9198,60408
398,244,751,268,60416
470,288,1348,547,60423
0,0,7206,6355,60470
3,2,3450,2760,60473
0,0,10270,9488,60475
312,191,1849,1154,60504
6,4,5164,4276,60507
80,49,1868,1046,60524
0,0,15695,14889,60528
0,0,26029,25152,60530
0,0,50000,50000,60551
254,155,1096,395,60560
356,218,1558,681,60567
0,0,11913,11176,60579
9,5,836,233,60582
0,0,50000,50000,60583
0,0,50000,50000,60584
307,188,1383,725,60595
0,0,50000,50000,60600
0,0,9810,9033,60622
0,0,50000,50000,60635
6,4,2211,1317,60639
0,0,9028,8211,60648
0,0,1792,1030,60653
39,24,12899,12043,60672
0,0,50000,50000,60684
949,582,471,110,60714
54,33,1823,1226,60722
627,384,473,128,60739
