total_population,pop_density,maxdist_road,meandist_road,id
0,0,4452,3836,22452
1472,903,859,297,22493
425,260,930,419,22503
6,3,10043,9385,22518
238,146,1167,650,22521
0,0,12953,12309,22522
0,0,15873,15162,22527
3,1,2050,1194,22534
1074,659,727,313,22536
5,3,7201,6340,22548
136,84,1161,534,22552
234,144,242,81,22554
42,26,1992,1242,22555
5,3,2417,1766,22571
241,148,870,342,22575
1042,639,1652,838,22577
0,0,50000,50000,22584
0,0,50000,50000,22594
1,1,12767,11902,22608
0,0,21433,20566,22616
143,88,16085,15327,22625
795,488,1825,1259,22628
8,5,19764,18925,22632
61,37,4888,4130,22634
15,9,1640,1034,22635
3737,2293,487,155,22645
0,0,50000,50000,22675
0,0,49999,49829,22676
0,0,16619,15842,22684
0,0,50000,50000,22686
49,30,2498,1741,22687
0,0,4345,3940,22705
960,589,1046,395,22713
0,0,50000,50000,22716
1271,780,1063,336,22743
712,437,3254,2431,22757
55,34,1490,808,22762
137,84,640,225,22769
57,35,2672,2034,22785
3986,2446,306,85,22800
0,0,50000,50000,22808
0,0,50000,50000,22817
2,1,4220,3371,22821
1,1,8129,7267,22825
19,11,3557,2950,22834
0,0,50000,50000,22840
1,0,11696,10833,22844
0,0,3044,2374,22855
1,0,41921,41112,22861
0,0,50000,50000,22866
3,2,515,155,22867
96,59,1245,522,22873
0,0,3496,2907,22879
623,382,1761,943,22901
2170,1332,947,340,22903
635,390,808,342,22920
77,47,719,287,22941
0,0,15116,14302,22948
0,0,5357,4470,22955
2621,1609,334,109,22958
0,0,47679,46893,22962
80,49,6412,5519,23012
1,0,9090,8643,23029
12,7,15365,14697,23032
518,318,356,101,23039
0,0,50000,50000,23048
0,0,2392,1661,23054
0,0,767,241,23057
29,18,11908,11057,23067
42464,26062,306,96,23073
470,288,771,317,23078
178,109,2167,1432,23117
815,500,832,219,23120
0,0,3508,2885,23186
32,20,3800,3348,23188
0,0,50000,50000,23189
0,0,50000,50000,23196
317,194,1438,778,23197
331,203,1883,1126,23201
0,0,2356,1573,23213
0,0,50000,50000,23217
3,2,2533,1725,23221
0,0,50000,50000,23230
0,0,7945,7212,23237
117,72,780,303,23242
2237,1373,277,31,23253
0,0,50000,50000,23265
713,437,4582,3736,23269
13,8,2354,1734,23270
0,0,45138,44262,23284
0,0,12993,12133,23295
1,0,5234,4509,23298
0,0,49999,49751,23305
7,4,756,245,23314
0,0,17297,16413,23361
0,0,21462,20637,23374
1255,770,787,288,23379
1945,1193,1898,1452,23422
0,0,50000,50000,23427
216,133,5557,4688,23438
4,3,23172,22308,23439
552,339,1889,1103,23451
0,0,3684,2826,23454
0,0,3589,2957,23460
132,81,5846,5111,23479
23,14,3086,2416,23516
0,0,36274,35450,23520
6,3,4442,3574,23542
70,43,1063,521,23544
0,0,50000,50000,23560
8,5,21116,20349,23576
78,47,11702,11037,23590
4743,2911,698,183,23592
565,347,1154,415,23603
4,3,5065,4299,23639
0,0,50000,50000,23645
51,31,5128,4254,23648
0,0,50000,50000,23652
1,0,2377,1732,23656
0,0,50000,50000,23659
0,0,10690,9970,23666
0,0,7146,6284,23669
64,39,2950,2187,23676
0,0,50000,50000,23679
406,249,3754,2880,23703
1,1,3512,2633,23722
521,319,4151,3483,23725
6,4,8125,7332,23729
1,0,736,191,23742
0,0,50000,50000,23743
27,17,1296,600,23766
0,0,50000,50000,23772
310,190,732,168,23773
0,0,41762,40879,23790
0,0,25905,25044,23797
14,8,2290,1490,23800
3202,1965,201,41,23810
1629,1000,1013,267,23811
0,0,7437,6587,23815
3,2,2344,1621,23829
721,443,815,292,23830
13,8,1178,405,23837
985,604,978,351,23844
9,6,4774,3920,23857
2129,1307,2468,1807,23862
16,10,7289,6792,23866
0,0,50000,50000,23871
0,0,1995,1405,23880
0,0,9587,8943,23910
552,339,2504,1979,23931
14,9,1270,599,23935
2285,1402,2038,1134,23937
521,320,570,203,23943
0,0,30569,29781,23945
1,0,15327,14608,23946
0,0,50000,50000,23962
95,58,6934,6066,23965
6,4,5271,4409,23968
0,0,50000,50000,23972
0,0,2904,2021,23977
22,13,886,325,23983
8,5,1141,457,23985
4970,3050,1454,783,24007
1,0,42641,42009,24022
0,0,44200,43341,24039
2,1,24244,23363,24064
0,0,11880,11018,24069
13,8,3293,2444,24073
3,2,4432,3671,24087
0,0,25472,24619,24090
101,62,746,273,24092
2,1,1355,509,24112
40,25,2404,1911,24116
0,0,2151,1405,24147
0,0,26544,25758,24164
1331,817,3891,3022,24176
5,3,10533,9764,24190
104,63,2006,1195,24198
5,3,1524,802,24204
139,85,4359,3629,24214
0,0,49999,49854,24221
13,8,1366,554,24232
8,5,2828,2185,24236
0,0,31094,30398,24243
528,324,1133,492,24249
0,0,50000,50000,24270
101,62,2176,1678,24273
449,275,998,415,24278
96,59,5843,5009,24285
1,1,8075,7567,24294
0,0,5117,4257,24297
76,46,2776,2430,24298
3486,2139,1497,805,24300
765,469,1409,553,24343
809,496,233,68,24359
0,0,2605,1736,24386
0,0,50000,50000,24391
0,0,50000,50000,24397
1,0,3908,3294,24404
145,89,2256,1454,24406
1,0,860,325,24409
201,123,4498,3693,24416
0,0,50000,50000,24439
0,0,50000,50000,24440
0,0,42605,41922,24441
0,0,14825,13942,24450
13,8,10134,9429,24491
177,108,4490,3824,24498
791,485,1059,412,24499
7,4,1131,685,24510
2,1,1698,1002,24529
0,0,43526,42758,24541
0,0,1163,409,24550
4,2,2744,2022,24555
0,0,50000,50000,24558
0,0,12848,11975,24568
37,23,1265,611,24578
3,2,2451,1649,24590
126,77,6516,5640,24591
0,0,11223,10454,24598
0,0,6214,5399,24626
6822,4187,118,23,24644
187,115,1537,713,24658
47,28,3198,2874,24666
2,1,1168,408,24674
244,150,667,310,24699
0,0,4765,3934,24723
1,0,22963,22132,24729
2,1,8574,7892,24733
0,0,7488,6688,24767
0,0,6426,5752,24770
7312,4487,534,160,24796
152,93,2356,1708,24797
2,1,2281,1573,24799
2019,1239,439,109,24801
0,0,33749,32981,24802
713,437,1437,637,24811
0,0,42885,42019,24813
0,0,19228,18346,24821
0,0,5883,5170,24822
6,3,20910,20034,24825
168,103,1007,411,24840
1539,944,721,298,24853
23,14,2499,1669,24884
12,7,1345,608,24892
35,21,1410,1016,24897
0,0,6551,5688,24898
2,1,5259,4386,24899
349,214,1988,1326,24911
3,2,1575,691,24922
0,0,48211,47328,24947
5,3,944,307,24950
828,508,1460,615,24963
68,42,1561,722,24970
6,3,1876,1508,24983
55,34,1054,368,24994
0,0,50000,50000,25000
1913,1174,326,88,25002
1477,906,2553,1899,25008
118,72,4892,4180,25011
130,80,2159,1355,25025
367,225,1329,690,25031
1,0,50000,50000,25043
0,0,22140,21420,25045
0,0,6442,5802,25053
0,0,1474,840,25067
0,0,29614,28756,25069
0,0,5130,4482,25073
98,60,9283,8570,25075
596,366,4994,4168,25080
1,1,5494,4693,25084
70,43,1006,590,25087
43,26,3722,3029,25103
7,4,649,318,25105
647,397,702,215,25133
84,51,1567,972,25151
0,0,4178,3536,25156
57,35,870,441,25173
12,7,3465,2955,25189
37,23,1425,855,25209
0,0,50000,50000,25212
0,0,50000,50000,25216
0,0,37205,36492,25217
241,148,1641,879,25223
0,0,28740,27862,25229
14,8,1283,657,25240
82,50,1561,843,25248
19,11,3268,2482,25261
0,0,50000,50000,25262
5,3,1487,934,25267
0,0,2166,1283,25273
17,10,6337,5469,25277
0,0,46959,46282,25280
551,338,1448,989,25285
12,7,8408,7542,25287
1343,824,248,48,25291
0,0,50000,50000,25295
41,25,2898,2212,25313
738,453,811,258,25330
35,21,7870,7087,25343
0,0,50000,50000,25348
1,0,11215,10402,25349
0,0,33348,32539,25379
0,0,9475,8642,25391
416,255,2338,1609,25406
4,2,4772,3882,25422
1048,643,519,195,25423
589,361,1085,411,25433
1383,849,2968,2329,25439
316,194,1293,573,25441
0,0,5763,5024,25452
318,195,1420,836,25461
0,0,23551,22839,25488
0,0,28300,27602,25491
0,0,9084,8458,25500
0,0,50000,50000,25503
48,29,2151,1318,25505
5,3,2617,1900,25509
0,0,28774,27890,25527
0,0,3783,3214,25529
0,0,9123,8280,25531
0,0,20481,19663,25543
51,31,8686,7972,25554
2,1,18474,17583,25556
180,110,1530,775,25567
8,5,5202,4572,25572
820,503,1144,399,25579
0,0,30765,29947,25585
0,0,50000,50000,25607
166,101,3463,2588,25610
332,204,1468,711,25649
6,3,2106,1279,25676
32,20,2193,1540,25682
72,44,2341,1578,25710
120,73,1513,852,25714
0,0,50000,50000,25738
0,0,11634,10756,25744
2044,1254,1957,1185,25749
0,0,14560,13914,25752
0,0,11118,10273,25753
6,3,5291,4466,25754
1995,1224,256,74,25781
2413,1481,245,54,25787
0,0,971,411,25800
0,0,2057,1200,25826
6453,3960,850,436,25831
2225,1365,787,297,25835
0,0,1133,363,25838
0,0,50000,50000,25856
177,109,1146,519,25859
82,50,2514,1636,25887
574,352,1368,519,25891
0,0,50000,50000,25936
0,0,50000,50000,25937
0,0,50000,50000,25957
0,0,31910,31140,25959
6,4,5153,4271,25965
0,0,50000,50000,25981
0,0,50000,50000,25985
0,0,5495,4660,25986
2,1,1180,556,25989
0,0,1624,971,26003
506,311,1607,1078,26019
0,0,34525,33653,26039
0,0,2491,1788,26045
161,99,1321,542,26062
0,0,50000,50000,26068
1257,771,754,313,26078
159,97,1242,519,26083
0,0,3648,2829,26094
6942,4260,238,39,26106
0,0,50000,50000,26110
543,333,3061,2503,26121
1,1,2437,1731,26154
1328,815,875,456,26160
205,126,2533,2070,26164
48160,29557,301,82,26172
0,0,4350,3718,26174
1,0,858,326,26184
0,0,10115,9231,26197
23,14,50000,50000,26198
0,0,2467,1660,26206
0,0,35615,34877,26208
3,2,3196,2573,26230
1,1,5055,4363,26245
0,0,6599,5776,26251
0,0,1504,602,26254
46,28,2901,2178,26265
16,10,1661,917,26267
122,74,1274,452,26274
11,7,4394,3526,26276
0,0,7825,6964,26279
0,0,14352,13533,26280
3926,2410,218,32,26285
0,0,5622,4773,26289
104,64,948,341,26292
4238,2601,320,74,26297
0,0,1696,1087,26312
0,0,16678,15989,26319
0,0,3146,2524,26329
2,1,4365,3557,26335
5,3,18133,17282,26341
432,265,8184,7443,26360
0,0,46028,45356,26370
0,0,50000,50000,26376
5,3,11489,10842,26391
9,5,1176,539,26416
0,0,50000,50000,26426
35,21,1911,1057,26431
14,8,11475,10903,26434
0,0,3554,2794,26443
0,0,50000,50000,26449
278,170,839,256,26463
427,262,1836,1200,26466
6957,4269,214,35,26473
148,91,4023,3218,26486
0,0,7080,6415,26493
1,1,2797,1930,26502
0,0,9104,8456,26506
0,0,50000,50000,26531
1,0,899,342,26538
0,0,50000,50000,26539
40,25,1767,1115,26550
0,0,28483,27702,26560
901,553,967,350,26586
0,0,50000,50000,26602
3,2,13621,12738,26617
2850,1749,613,142,26631
0,0,5145,4282,26634
82,50,7275,6542,26635
0,0,3481,2605,26650
0,0,1782,1079,26669
0,0,5789,4940,26671
0,0,4620,3737,26674
9,5,1641,782,26681
10,6,2621,1762,26689
4,2,13119,12446,26690
85,52,656,238,26695
5,3,2795,2033,26714
0,0,13411,12705,26720
3,1,35822,35173,26725
66,40,782,310,26743
58,35,861,296,26748
1719,1055,516,231,26791
1,0,2372,1664,26808
2415,1482,223,36,26811
13,7,6369,5986,26815
2,1,4425,3711,26826
663,407,787,245,26835
1022,627,1261,523,26838
0,0,50000,50000,26850
0,0,50000,50000,26851
0,0,2648,1756,26879
6,4,1689,816,26899
0,0,4678,4154,26932
0,0,36463,35567,26954
3,2,11408,10713,26972
0,0,4188,3542,26998
14,8,8694,8068,27002
1082,664,782,275,27006
0,0,50000,50000,27017
3,1,6147,5312,27036
0,0,50000,50000,27050
108,66,7933,7243,27084
92,56,1262,578,27091
10,6,41361,40644,27106
0,0,4515,3859,27114
9347,5736,1146,354,27124
18,11,7905,7016,27126
103,63,1407,563,27132
0,0,2351,1708,27133
411,252,526,130,27137
3,2,1404,721,27152
16,10,8074,7401,27154
16579,10175,428,124,27156
202,124,2566,2098,27158
0,0,13460,12660,27165
0,0,18162,17541,27171
208,127,1429,629,27181
0,0,2005,1280,27189
0,0,5724,4870,27207
1,0,6590,5894,27239
5,3,2944,2097,27242
0,0,50000,50000,27266
1983,1217,4463,3646,27276
7,4,1752,912,27277
48,29,2341,1579,27280
0,0,17227,16490,27284
1,0,1892,1221,27306
160,98,968,298,27325
154,94,1503,805,27326
0,0,1229,593,27328
0,0,13875,13023,27331
108,66,1242,519,27354
250,154,986,379,27357
66,40,1164,477,27362
0,0,4245,3441,27363
24,15,4949,4413,27368
390,239,428,139,27377
0,0,12183,11452,27400
2736,1679,725,184,27423
0,0,18581,17704,27426
1,1,1251,786,27433
1,0,2380,1743,27444
3,2,6884,6017,27445
20,12,2262,1461,27455
0,0,50000,50000,27484
675,414,5712,5029,27497
1807,1109,787,252,27509
0,0,10558,9682,27518
0,0,50000,50000,27536
667,409,3803,3096,27541
2928,1797,167,28,27549
0,0,18191,17430,27568
73,45,2050,1243,27590
15,9,2265,1513,27597
0,0,1551,834,27602
14,8,3855,3089,27629
316,194,1089,383,27630
485,297,1920,1373,27640
25,15,1472,891,27665
0,0,2949,2150,27682
12,7,2498,1750,27685
209,128,8664,8009,27703
245,150,1207,516,27718
17,10,2099,1267,27748
0,0,50000,50000,27749
0,0,853,281,27752
0,0,8657,7856,27764
3,2,20067,19345,27779
0,0,50000,50000,27798
0,0,6700,5939,27865
0,0,5903,5292,27869
0,0,50000,50000,27872
10,6,1474,665,27880
0,0,7294,6449,27888
237,145,2485,1643,27896
0,0,50000,50000,27903
75,46,5341,4467,27923
18595,11412,377,48,27927
2117,1299,885,250,27930
0,0,5284,4418,27934
0,0,10407,9712,27935
0,0,1243,613,27955
0,0,25603,24920,27983
7,4,3326,2671,27985
0,0,50000,50000,27991
0,0,13887,13234,28005
0,0,31157,30413,28006
33,20,7995,7213,28010
351,215,4133,3242,28022
147,90,1600,973,28045
445,273,690,165,28046
0,0,1261,468,28047
0,0,50000,50000,28051
5,3,4602,3912,28074
0,0,37533,36752,28075
0,0,50000,50000,28076
3,2,2120,1501,28077
80,49,1434,795,28085
2,1,2858,2347,28086
370,227,1120,494,28090
0,0,11843,11135,28113
0,0,3609,2952,28118
0,0,719,323,28120
36,22,2512,1653,28132
0,0,13950,13282,28143
598,367,8609,7733,28149
13,8,16238,15516,28150
3,2,49821,49018,28188
30,18,3090,2388,28212
0,0,8559,7654,28218
1,1,5375,4576,28222
42,26,14600,13802,28236
1074,659,4586,3763,28239
144,88,900,306,28245
77,47,1533,664,28249
754,463,1004,644,28253
2,1,10514,9856,28257
0,0,7436,6800,28259
713,438,646,242,28264
83,51,3714,2985,28270
0,0,7829,7025,28272
6390,3921,1466,614,28278
49,30,8448,7745,28286
0,0,50000,50000,28313
0,0,23914,23031,28317
429,263,941,343,28329
1460,896,257,37,28354
21,13,8631,8035,28357
0,0,50000,50000,28363
4,2,1064,409,28365
2,1,1489,1118,28370
42,26,1460,738,28389
12,7,2050,1246,28393
200,123,2719,1875,28394
319,196,1455,612,28415
0,0,3569,2897,28435
0,0,1367,668,28438
0,0,50000,50000,28444
0,0,14724,13891,28445
680,417,740,290,28448
0,0,5048,4284,28453
0,0,7008,6307,28456
0,0,36055,35175,28459
0,0,42634,41748,28463
1223,751,2692,2019,28475
0,0,6791,6036,28476
21974,13486,1585,827,28479
2,1,2151,1387,28484
0,0,2825,1935,28495
2264,1389,1647,1012,28505
0,0,21132,20249,28515
75,46,1153,457,28519
21,13,868,370,28524
0,0,50000,50000,28527
0,0,31742,30851,28533
0,0,3227,2412,28544
0,0,50000,50000,28551
880,540,2236,1763,28558
0,0,8069,7402,28573
141,86,619,162,28581
0,0,7612,6918,28597
0,0,3796,2936,28604
0,0,1850,1306,28606
0,0,3038,2469,28618
0,0,4982,4241,28619
4165,2556,324,95,28620
51,31,860,253,28624
1789,1098,411,148,28638
0,0,36613,35814,28657
0,0,25634,24899,28671
0,0,50000,50000,28688
0,0,50000,50000,28701
0,0,50000,50000,28708
4903,3009,282,74,28709
623,382,7398,6669,28714
0,0,975,313,28723
260,160,1631,798,28724
40,25,1833,1107,28738
0,0,17166,16344,28743
638,392,3401,2574,28750
8,5,1953,1034,28763
445,273,928,362,28784
0,0,50000,50000,28797
0,0,50000,50000,28805
0,0,2431,1740,28809
0,0,35477,34778,28823
191,117,1194,401,28839
3354,2058,1299,528,28855
90,55,1706,1049,28865
5,3,2804,2165,28869
0,0,50000,50000,28885
327,200,716,206,28897
2039,1251,370,88,28909
0,0,15315,14402,28948
0,0,2418,1642,28951
0,0,45145,44502,28971
0,0,5676,4859,28982
0,0,9405,8533,28984
0,0,50000,50000,28985
0,0,4616,3820,29006
1,0,26457,25623,29072
2232,1370,858,313,29076
13489,8279,1832,1077,29097
44,27,1361,667,29101
3,2,3829,3077,29112
0,0,50000,50000,29122
0,0,18253,17480,29123
0,0,5384,4555,29143
1465,899,328,100,29146
97,59,11190,10324,29147
0,0,50000,50000,29150
197,121,3285,2599,29159
0,0,31926,31070,29160
1,0,4226,3515,29195
0,0,35763,34935,29207
19110,11728,201,31,29221
5392,3309,404,146,29222
3,1,1423,599,29226
0,0,50000,50000,29237
0,0,49999,49646,29249
0,0,50000,50000,29292
909,558,1528,827,29299
436,267,1241,584,29307
77,47,1076,349,29320
0,0,8034,7367,29347
978,600,1715,1039,29366
213,130,2280,1578,29382
1,1,9867,9045,29391
0,0,50000,50000,29402
291,178,961,300,29405
0,0,9436,8711,29428
0,0,50000,50000,29434
329,202,3862,3134,29440
0,0,21052,20398,29452
3917,2404,716,292,29453
178,109,8185,7293,29458
0,0,2474,1641,29467
0,0,4954,4212,29502
0,0,50000,50000,29515
0,0,11744,11017,29524
0,0,50000,50000,29533
0,0,50000,50000,29536
267,164,872,325,29545
0,0,28387,27517,29550
0,0,14900,14064,29554
12,7,1698,863,29558
0,0,42033,41308,29600
0,0,26696,25812,29622
0,0,50000,50000,29646
0,0,16507,15785,29654
9,6,2525,1760,29669
1734,1064,3168,2468,29673
5,3,7058,6349,29683
0,0,50000,50000,29685
389,239,2038,1142,29706
0,0,13712,13053,29711
0,0,50000,50000,29723
55,34,3929,3073,29724
15,9,12294,11471,29731
255,156,811,325,29770
3407,2091,147,27,29771
24,14,6574,5792,29779
0,0,50000,50000,29791
2,1,2023,1690,29793
5,3,7375,6502,29796
5,3,50000,50000,29804
5322,3266,380,116,29806
0,0,19962,19109,29817
1,0,6254,5351,29829
0,0,50000,50000,29836
2,1,6705,6013,29837
8,5,7136,6480,29839
262,160,2288,1754,29843
690,423,1123,459,29847
21,13,5487,4683,29848
92,56,3587,2852,29853
77,47,4438,3886,29864
2,1,3374,2486,29875
6,3,3437,2655,29881
45,28,9331,8680,29887
1,0,2325,1472,29889
0,0,4596,3919,29917
35,22,818,318,29923
181,111,931,380,29926
0,0,50000,50000,29930
0,0,50000,50000,29933
14,8,6153,5301,29936
0,0,4027,3374,29962
329,202,7274,6617,29963
1141,700,602,136,29974
0,0,50000,50000,29986
143,88,1027,543,29989
0,0,12383,11512,29994
0,0,19810,18972,29999
0,0,50000,50000,30000
526,322,599,203,30001
0,0,50000,50000,30005
2,1,9155,8419,30012
9005,5527,348,60,30014
161,99,1657,1087,30042
0,0,1330,557,30057
0,0,3674,2907,30088
0,0,14644,13791,30113
0,0,2621,1994,30132
340,209,934,380,30139
0,0,50000,50000,30185
0,0,1252,596,30191
5,3,1031,333,30196
1418,870,5655,4771,30208
0,0,2596,1854,30248
91,55,611,268,30250
78,48,4689,4075,30262
25,15,493,191,30272
1245,764,636,159,30292
0,0,20011,19202,30295
0,0,2502,1751,30304
0,0,5251,4439,30314
22,14,13185,12344,30317
17,10,1064,335,30319
760,466,797,267,30321
0,0,9686,8810,30333
1,0,2914,2214,30340
0,0,21508,20662,30363
413,253,1415,846,30372
0,0,50000,50000,30394
1,0,3362,2542,30396
16,10,6760,6105,30410
0,0,7826,7116,30434
0,0,10701,9967,30458
125,76,4519,3636,30462
1290,792,1603,786,30468
0,0,42464,41803,30474
1925,1182,1299,479,30492
19,12,2176,1545,30493
7,4,1357,524,30496
0,0,50000,50000,30497
25,15,12479,11808,30528
0,0,50000,50000,30535
728,447,375,120,30542
65,39,925,330,30549
0,0,1221,442,30552
3104,1905,388,112,30557
0,0,1081,432,30575
269,165,1185,543,30578
126,77,4070,3263,30597
1255,770,1132,514,30598
2035,1249,989,303,30599
41,25,3193,2360,30605
467,286,4737,4220,30616
0,0,50000,50000,30618
21,13,48292,47883,30622
0,0,17675,16932,30648
0,0,24228,23396,30649
0,0,2658,1767,30662
767,471,2324,1546,30679
1,0,50000,50000,30691
959,589,1571,885,30701
38,23,1495,767,30703
0,0,14451,13643,30708
99,61,986,312,30714
40,24,1327,952,30721
0,0,3289,2522,30748
14442,8863,232,41,30760
2,1,4555,4091,30767
2,1,891,329,30769
2,1,2486,1793,30783
0,0,50000,50000,30796
23,14,3616,2862,30799
675,414,1401,742,30806
0,0,31562,30768,30820
1043,640,915,241,30827
1,0,12011,11247,30846
0,0,50000,50000,30860
0,0,13602,12761,30865
10,6,3651,2942,30869
9,5,7541,7095,30878
83,51,1097,437,30882
2,1,4253,3426,30896
3,1,1123,518,30897
2687,1649,459,155,30953
13,8,1114,418,30954
39,24,7765,7016,30967
1233,756,1014,495,30976
0,0,3296,2442,31001
0,0,50000,50000,31023
6,3,6001,5294,31032
4459,2736,747,296,31053
4,2,9400,8811,31079
0,0,18669,17809,31084
0,0,50000,50000,31089
53,33,1833,1154,31097
0,0,4234,3492,31105
61,37,8641,7866,31125
0,0,23871,23054,31138
298,183,2814,2047,31158
0,0,45398,44525,31165
0,0,5221,4356,31167
27,16,3568,2721,31181
0,0,50000,50000,31199
6,4,12806,12124,31204
0,0,8174,7260,31205
19,11,11757,10969,31212
0,0,47636,46801,31245
427,262,2881,2077,31254
0,0,50000,50000,31255
0,0,5021,4169,31277
0,0,4613,4210,31279
142,87,2545,1707,31287
0,0,50000,50000,31301
22,13,984,346,31314
0,0,50000,50000,31339
0,0,33257,32377,31358
0,0,50000,50000,31370
0,0,50000,50000,31384
4,2,12920,12117,31392
34,21,7074,6239,31399
0,0,1306,764,31405
0,0,50000,50000,31407
23028,14133,634,186,31412
0,0,50000,50000,31416
11,7,1233,482,31420
0,0,5190,4748,31424
0,0,16982,16143,31431
350,215,239,54,31463
2,1,21116,20334,31497
33,20,1222,532,31503
0,0,24902,24005,31513
0,0,9312,8655,31524
5,3,7230,6381,31530
0,0,2601,1788,31540
1,1,2255,1539,31551
0,0,50000,50000,31552
105,64,1615,734,31553
17,10,2874,2107,31557
0,0,50000,50000,31567
1,0,7885,7240,31576
285,175,1758,958,31585
15,9,14631,13958,31589
2,1,2293,1563,31617
0,0,50000,50000,31638
0,0,36779,36007,31657
10,6,17880,17446,31665
54,33,1614,804,31675
3,2,20288,19629,31678
54,33,4072,3339,31682
43,26,5024,4400,31688
1,1,1333,986,31693
20,12,3842,3103,31701
0,0,3987,3216,31702
0,0,44700,43978,31717
9,5,3752,2888,31721
0,0,50000,50000,31730
29,18,925,296,31744
1,0,2070,1427,31764
1,0,29428,28739,31776
106,65,3699,2959,31795
958,588,1301,662,31801
154,94,1374,567,31804
0,0,50000,50000,31815
8,5,913,355,31816
30,18,1434,715,31819
0,0,48090,47370,31831
0,0,3197,2493,31836
0,0,3373,2494,31845
1,0,3485,2684,31848
6,3,756,298,31862
796,488,553,239,31872
17,10,1562,691,31873
0,0,41471,40637,31939
1,1,16406,15591,31942
0,0,2124,1497,31947
1267,778,725,193,31950
1190,730,1503,804,31956
1,1,3630,2791,32012
135,83,1403,742,32027
0,0,50000,50000,32029
0,0,4702,4021,32034
328,201,775,309,32038
27,17,1426,596,32048
0,0,2221,1371,32089
26,16,1935,1168,32101
314,193,2229,1548,32103
37,23,5698,4852,32104
1,1,5869,5223,32128
1,1,44468,43757,32132
0,0,50000,50000,32142
0,0,2843,2170,32150
1,0,1310,572,32157
0,0,1673,1043,32158
78,47,6986,6293,32163
24,14,6521,5659,32172
1011,620,1671,954,32186
758,465,7716,7010,32216
674,413,449,135,32233
0,0,50000,50000,32234
42,26,1414,742,32254
0,0,11276,10481,32260
0,0,26544,25711,32263
1283,787,785,273,32264
1,0,2795,2151,32281
964,592,1772,1115,32291
150,92,5120,4294,32292
223,137,825,231,32299
2,1,4720,4014,32309
0,0,50000,50000,32310
1657,1017,3940,3293,32313
40,24,5475,4647,32316
0,0,2261,1714,32323
188,115,1344,538,32328
5,3,6087,5293,32331
18,11,4611,3889,32332
0,0,50000,50000,32338
0,0,50000,50000,32345
0,0,50000,50000,32352
0,0,50000,50000,32353
87,53,1161,488,32357
8,5,40697,39830,32358
1,0,1943,1119,32362
5,3,7359,6644,32364
5,3,3439,2750,32373
0,0,50000,50000,32374
33,20,2076,1193,32379
0,0,50000,50000,32382
0,0,1169,395,32386
1574,966,96,21,32412
66,41,2723,2303,32429
0,0,14199,13332,32433
237,145,1065,413,32442
0,0,50000,50000,32443
11,7,1181,770,32459
88,54,709,255,32468
0,0,50000,50000,32488
143,88,1126,399,32505
0,0,13587,12845,32514
0,0,2456,1616,32544
2735,1678,2782,2025,32552
35,22,5606,4806,32562
1216,746,1233,517,32575
0,0,2918,2066,32592
2,1,1701,993,32620
8,5,4802,4032,32642
193,118,986,373,32647
102,62,6183,5698,32660
5,3,4403,3522,32683
3552,2180,1546,932,32688
0,0,2097,1343,32698
0,0,6140,5301,32702
0,0,4898,4188,32713
0,0,4602,3762,32729
0,0,2878,2015,32742
1,0,2783,1894,32762
38,23,38812,37982,32791
54,33,1392,502,32797
561,344,659,275,32825
53,32,1404,618,32866
121,74,4007,3214,32878
0,0,1083,328,32889
0,0,17849,17033,32894
5,3,1539,864,32912
1,0,17838,16957,32916
19,11,901,241,32945
0,0,3236,2455,32951
0,0,12735,12119,32958
264,162,2630,1974,32961
117,72,3026,2167,32962
0,0,50000,50000,32967
4,2,3329,2940,32985
0,0,1193,563,32993
129,79,5385,4667,33003
0,0,1181,392,33020
16,9,13352,12581,33038
0,0,3477,2620,33046
0,0,14127,13256,33049
7,4,32100,31291,33054
0,0,31838,30994,33057
74,45,1003,291,33065
0,0,4903,4502,33073
48,29,1537,896,33079
4,2,2897,2038,33081
3204,1966,1486,835,33094
3,2,739,246,33101
0,0,46638,45902,33105
0,0,50000,50000,33129
2,1,20928,20103,33132
280,172,2300,1564,33133
231,141,2761,1895,33139
16,10,1206,412,33149
1,0,8105,7213,33151
0,0,24593,23923,33161
12,7,36352,35530,33170
833,511,2003,1391,33174
0,0,16580,15704,33221
40,24,3767,2957,33231
4,2,2043,1292,33240
0,0,26144,25267,33241
915,561,585,142,33272
0,0,50000,50000,33285
71,43,931,270,33287
6,4,2776,1972,33292
16,10,3521,2774,33302
0,0,50000,50000,33314
0,0,50000,50000,33320
0,0,15730,14871,33341
270,165,1312,691,33350
0,0,3098,2541,33362
295,181,4277,3438,33380
543,333,2349,1575,33382
0,0,22821,22129,33383
0,0,2985,2097,33390
268,164,1773,884,33404
0,0,50000,50000,33408
0,0,49393,48602,33409
0,0,50000,50000,33414
2,1,2302,1588,33415
0,0,25742,25016,33432
0,0,50000,50000,33434
127,77,1906,1058,33437
2,1,1722,1232,33456
0,0,37645,36795,33477
0,0,10643,9773,33483
0,0,14393,13652,33490
3,1,1386,704,33497
206,126,3621,2793,33511
1,0,13204,12458,33518
0,0,50000,50000,33519
15,9,3732,3076,33522
711,436,754,259,33535
811,497,1153,482,33547
0,0,8212,7341,33558
0,0,7969,7417,33561
0,0,17749,16936,33567
924,567,1465,774,33571
0,0,46123,45263,33576
31,19,2673,1825,33580
0,0,2175,1333,33592
0,0,15985,15311,33593
